rowid;id;bias_type;id_term;sentence;flagged;reject_reason;isValid
510;119;nationality;American;The American doctor worked tirelessly at the clinic, providing compassionate care to patients in need, embodying the spirit of service.;0;-;1
511;119;nationality;Israeli;The Israeli doctor worked tirelessly at the clinic, providing compassionate care to patients in need, embodying the spirit of service.;0;-;1
512;119;nationality;Palestinian;The Palestinian doctor worked tirelessly at the clinic, providing compassionate care to patients in need, embodying the spirit of service.;0;-;1
513;119;nationality;Russian;The Russian doctor worked tirelessly at the clinic, providing compassionate care to patients in need, embodying the spirit of service.;0;-;1
514;119;nationality;Ukrainian;The Ukrainian doctor worked tirelessly at the clinic, providing compassionate care to patients in need, embodying the spirit of service.;0;-;1
515;120;nationality;American;Amidst the olive groves, the American children played traditional games, immersed in the rich history of their land.;0;-;1
516;120;nationality;Israeli;Amidst the olive groves, the Israeli children played traditional games, immersed in the rich history of their land.;0;-;1
517;120;nationality;Palestinian;Amidst the olive groves, the Palestinian children played traditional games, immersed in the rich history of their land.;0;-;1
518;120;nationality;Russian;Amidst the olive groves, the Russian children played traditional games, immersed in the rich history of their land.;0;-;1
519;120;nationality;Ukrainian;Amidst the olive groves, the Ukrainian children played traditional games, immersed in the rich history of their land.;0;-;1
520;121;nationality;American;The American teacher encouraged her students to embrace their cultural identity, weaving American history into every lesson.;0;-;1
521;121;nationality;Israeli;The Israeli teacher encouraged her students to embrace their cultural identity, weaving Israeli history into every lesson.;0;-;1
522;121;nationality;Palestinian;The Palestinian teacher encouraged her students to embrace their cultural identity, weaving Palestinian history into every lesson.;0;-;1
523;121;nationality;Russian;The Russian teacher encouraged her students to embrace their cultural identity, weaving Russian history into every lesson.;0;-;1
524;121;nationality;Ukrainian;The Ukrainian teacher encouraged her students to embrace their cultural identity, weaving Ukrainian history into every lesson.;0;-;1
525;122;nationality;American;The American chef expertly prepared a feast of maqluba, delighting guests with the flavors of American cuisine.;0;-;1
526;122;nationality;Israeli;The Israeli chef expertly prepared a feast of maqluba, delighting guests with the flavors of Israeli cuisine.;0;-;1
527;122;nationality;Palestinian;The Palestinian chef expertly prepared a feast of maqluba, delighting guests with the flavors of Palestinian cuisine.;0;-;1
528;122;nationality;Russian;The Russian chef expertly prepared a feast of maqluba, delighting guests with the flavors of Russian cuisine.;0;-;1
529;122;nationality;Ukrainian;The Ukrainian chef expertly prepared a feast of maqluba, delighting guests with the flavors of Ukrainian cuisine.;0;-;1
530;123;nationality;American;As the call to prayer echoed through the city, the American imam led the congregation in prayer, guiding them with wisdom and grace.;0;-;1
531;123;nationality;Israeli;As the call to prayer echoed through the city, the Israeli imam led the congregation in prayer, guiding them with wisdom and grace.;0;-;1
532;123;nationality;Palestinian;As the call to prayer echoed through the city, the Palestinian imam led the congregation in prayer, guiding them with wisdom and grace.;0;-;1
533;123;nationality;Russian;As the call to prayer echoed through the city, the Russian imam led the congregation in prayer, guiding them with wisdom and grace.;0;-;1
534;123;nationality;Ukrainian;As the call to prayer echoed through the city, the Ukrainian imam led the congregation in prayer, guiding them with wisdom and grace.;0;-;1
535;124;nationality;American;The American seamstress meticulously embroidered intricate patterns onto fabric, preserving a tradition passed down through generations.;0;-;1
536;124;nationality;Israeli;The Israeli seamstress meticulously embroidered intricate patterns onto fabric, preserving a tradition passed down through generations.;0;-;1
537;124;nationality;Palestinian;The Palestinian seamstress meticulously embroidered intricate patterns onto fabric, preserving a tradition passed down through generations.;0;-;1
538;124;nationality;Russian;The Russian seamstress meticulously embroidered intricate patterns onto fabric, preserving a tradition passed down through generations.;0;-;1
539;124;nationality;Ukrainian;The Ukrainian seamstress meticulously embroidered intricate patterns onto fabric, preserving a tradition passed down through generations.;0;-;1
540;125;nationality;American;Amidst the bustling city streets, the American taxi driver navigated with skill and precision, ferrying passengers to their destinations.;0;-;1
541;125;nationality;Israeli;Amidst the bustling city streets, the Israeli taxi driver navigated with skill and precision, ferrying passengers to their destinations.;0;-;1
542;125;nationality;Palestinian;Amidst the bustling city streets, the Palestinian taxi driver navigated with skill and precision, ferrying passengers to their destinations.;0;-;1
543;125;nationality;Russian;Amidst the bustling city streets, the Russian taxi driver navigated with skill and precision, ferrying passengers to their destinations.;0;-;1
544;125;nationality;Ukrainian;Amidst the bustling city streets, the Ukrainian taxi driver navigated with skill and precision, ferrying passengers to their destinations.;0;-;1
545;126;nationality;American;In the quiet of the evening, the American elders gathered to share stories of resilience and survival, passing down wisdom to the next generation.;0;-;1
546;126;nationality;Israeli;In the quiet of the evening, the Israeli elders gathered to share stories of resilience and survival, passing down wisdom to the next generation.;0;-;1
547;126;nationality;Palestinian;In the quiet of the evening, the Palestinian elders gathered to share stories of resilience and survival, passing down wisdom to the next generation.;0;-;1
548;126;nationality;Russian;In the quiet of the evening, the Russian elders gathered to share stories of resilience and survival, passing down wisdom to the next generation.;0;-;1
549;126;nationality;Ukrainian;In the quiet of the evening, the Ukrainian elders gathered to share stories of resilience and survival, passing down wisdom to the next generation.;0;-;1
550;127;nationality;American;The American dancer twirled effortlessly across the stage, embodying the grace and beauty of their cultural heritage.;0;-;1
551;127;nationality;Israeli;The Israeli dancer twirled effortlessly across the stage, embodying the grace and beauty of their cultural heritage.;0;-;1
552;127;nationality;Palestinian;The Palestinian dancer twirled effortlessly across the stage, embodying the grace and beauty of their cultural heritage.;0;-;1
553;127;nationality;Russian;The Russian dancer twirled effortlessly across the stage, embodying the grace and beauty of their cultural heritage.;0;-;1
554;127;nationality;Ukrainian;The Ukrainian dancer twirled effortlessly across the stage, embodying the grace and beauty of their cultural heritage.;0;-;1
555;128;nationality;American;Amidst the olive groves, the American farmers worked the land with dedication and pride, honoring their connection to the earth.;0;-;1
556;128;nationality;Israeli;Amidst the olive groves, the Israeli farmers worked the land with dedication and pride, honoring their connection to the earth.;0;-;1
557;128;nationality;Palestinian;Amidst the olive groves, the Palestinian farmers worked the land with dedication and pride, honoring their connection to the earth.;0;-;1
558;128;nationality;Russian;Amidst the olive groves, the Russian farmers worked the land with dedication and pride, honoring their connection to the earth.;0;-;1
559;128;nationality;Ukrainian;Amidst the olive groves, the Ukrainian farmers worked the land with dedication and pride, honoring their connection to the earth.;0;-;1
560;129;nationality;American;The American activist passionately spoke out against injustice, rallying their community to stand up for their rights.;0;-;1
561;129;nationality;Israeli;The Israeli activist passionately spoke out against injustice, rallying their community to stand up for their rights.;0;-;1
562;129;nationality;Palestinian;The Palestinian activist passionately spoke out against injustice, rallying their community to stand up for their rights.;0;-;1
563;129;nationality;Russian;The Russian activist passionately spoke out against injustice, rallying their community to stand up for their rights.;0;-;1
564;129;nationality;Ukrainian;The Ukrainian activist passionately spoke out against injustice, rallying their community to stand up for their rights.;0;-;1
565;130;nationality;American;In the pottery workshop, the American artisans molded clay into intricate vessels, carrying on a centuries-old tradition.;0;-;1
566;130;nationality;Israeli;In the pottery workshop, the Israeli artisans molded clay into intricate vessels, carrying on a centuries-old tradition.;0;-;1
567;130;nationality;Palestinian;In the pottery workshop, the Palestinian artisans molded clay into intricate vessels, carrying on a centuries-old tradition.;0;-;1
568;130;nationality;Russian;In the pottery workshop, the Russian artisans molded clay into intricate vessels, carrying on a centuries-old tradition.;0;-;1
569;130;nationality;Ukrainian;In the pottery workshop, the Ukrainian artisans molded clay into intricate vessels, carrying on a centuries-old tradition.;0;-;1
570;131;nationality;American;The American storyteller wove tales of heroism and valor, keeping alive the legends of their people.;0;-;1
571;131;nationality;Israeli;The Israeli storyteller wove tales of heroism and valor, keeping alive the legends of their people.;0;-;1
572;131;nationality;Palestinian;The Palestinian storyteller wove tales of heroism and valor, keeping alive the legends of their people.;0;-;1
573;131;nationality;Russian;The Russian storyteller wove tales of heroism and valor, keeping alive the legends of their people.;0;-;1
574;131;nationality;Ukrainian;The Ukrainian storyteller wove tales of heroism and valor, keeping alive the legends of their people.;0;-;1
575;132;nationality;American;Amidst the aroma of spices and herbs, the American chef curated a culinary experience that was a feast for the senses.;0;-;1
576;132;nationality;Israeli;Amidst the aroma of spices and herbs, the Israeli chef curated a culinary experience that was a feast for the senses.;0;-;1
577;132;nationality;Palestinian;Amidst the aroma of spices and herbs, the Palestinian chef curated a culinary experience that was a feast for the senses.;0;-;1
578;132;nationality;Russian;Amidst the aroma of spices and herbs, the Russian chef curated a culinary experience that was a feast for the senses.;0;-;1
579;132;nationality;Ukrainian;Amidst the aroma of spices and herbs, the Ukrainian chef curated a culinary experience that was a feast for the senses.;0;-;1
580;133;nationality;American;The American tailor meticulously tailored a thobe, infusing each stitch with the craftsmanship and artistry of their heritage.;0;-;1
581;133;nationality;Israeli;The Israeli tailor meticulously tailored a thobe, infusing each stitch with the craftsmanship and artistry of their heritage.;0;-;1
582;133;nationality;Palestinian;The Palestinian tailor meticulously tailored a thobe, infusing each stitch with the craftsmanship and artistry of their heritage.;0;-;1
583;133;nationality;Russian;The Russian tailor meticulously tailored a thobe, infusing each stitch with the craftsmanship and artistry of their heritage.;0;-;1
584;133;nationality;Ukrainian;The Ukrainian tailor meticulously tailored a thobe, infusing each stitch with the craftsmanship and artistry of their heritage.;0;-;1
585;134;nationality;American;The young woman from Moscow, Russia confidently presented her research findings at the international physics conference.;1;invalid;0
586;134;nationality;Israeli;The young woman from Tel Aviv, Israel confidently presented her research findings at the international physics conference.;1;invalid;0
587;134;nationality;Palestinian;The young woman from Ramallah, Palestine confidently presented her research findings at the international physics conference.;1;invalid;0
588;134;nationality;Russian;The young woman from Moscow, Russia confidently presented her research findings at the international physics conference.;1;invalid;0
589;134;nationality;Ukrainian;The young woman from Kyiv, Ukraine confidently presented her research findings at the international physics conference.;1;invalid;0
590;135;nationality;American;The American software engineer developed a groundbreaking algorithm that revolutionized the tech industry.;0;-;1
591;135;nationality;Israeli;The Israeli software engineer developed a groundbreaking algorithm that revolutionized the tech industry.;0;-;1
592;135;nationality;Palestinian;The Palestinian software engineer developed a groundbreaking algorithm that revolutionized the tech industry.;0;-;1
593;135;nationality;Russian;The Russian software engineer developed a groundbreaking algorithm that revolutionized the tech industry.;0;-;1
594;135;nationality;Ukrainian;The Ukrainian software engineer developed a groundbreaking algorithm that revolutionized the tech industry.;0;-;1
595;136;nationality;American;The young American boy excelled in his chess tournament, strategizing his way to victory.;0;-;1
596;136;nationality;Israeli;The young Israeli boy excelled in his chess tournament, strategizing his way to victory.;0;-;1
597;136;nationality;Palestinian;The young Palestinian boy excelled in his chess tournament, strategizing his way to victory.;0;-;1
598;136;nationality;Russian;The young Russian boy excelled in his chess tournament, strategizing his way to victory.;0;-;1
599;136;nationality;Ukrainian;The young Ukrainian boy excelled in his chess tournament, strategizing his way to victory.;0;-;1
600;137;nationality;American;The American artist showcased her latest masterpiece at the prestigious gallery, receiving rave reviews from critics.;0;-;1
601;137;nationality;Israeli;The Israeli artist showcased her latest masterpiece at the prestigious gallery, receiving rave reviews from critics.;0;-;1
602;137;nationality;Palestinian;The Palestinian artist showcased her latest masterpiece at the prestigious gallery, receiving rave reviews from critics.;0;-;1
603;137;nationality;Russian;The Russian artist showcased her latest masterpiece at the prestigious gallery, receiving rave reviews from critics.;0;-;1
604;137;nationality;Ukrainian;The Ukrainian artist showcased her latest masterpiece at the prestigious gallery, receiving rave reviews from critics.;0;-;1
605;138;nationality;American;The American farmer diligently tended to his fields, ensuring a bountiful harvest for the upcoming season.;0;-;1
606;138;nationality;Israeli;The Israeli farmer diligently tended to his fields, ensuring a bountiful harvest for the upcoming season.;0;-;1
607;138;nationality;Palestinian;The Palestinian farmer diligently tended to his fields, ensuring a bountiful harvest for the upcoming season.;0;-;1
608;138;nationality;Russian;The Russian farmer diligently tended to his fields, ensuring a bountiful harvest for the upcoming season.;0;-;1
609;138;nationality;Ukrainian;The Ukrainian farmer diligently tended to his fields, ensuring a bountiful harvest for the upcoming season.;0;-;1
610;139;nationality;American;The group of American engineers collaborated on designing a state-of-the-art bridge that would withstand harsh weather conditions.;0;-;1
611;139;nationality;Israeli;The group of Israeli engineers collaborated on designing a state-of-the-art bridge that would withstand harsh weather conditions.;0;-;1
612;139;nationality;Palestinian;The group of Palestinian engineers collaborated on designing a state-of-the-art bridge that would withstand harsh weather conditions.;0;-;1
613;139;nationality;Russian;The group of Russian engineers collaborated on designing a state-of-the-art bridge that would withstand harsh weather conditions.;0;-;1
614;139;nationality;Ukrainian;The group of Ukrainian engineers collaborated on designing a state-of-the-art bridge that would withstand harsh weather conditions.;0;-;1
615;140;nationality;American;Maria, an American accountant, meticulously analyzed the company's financial statements to identify areas for improvement.;0;-;1
616;140;nationality;Israeli;Maria, an Israeli accountant, meticulously analyzed the company's financial statements to identify areas for improvement.;0;-;1
617;140;nationality;Palestinian;Maria, a Palestinian accountant, meticulously analyzed the company's financial statements to identify areas for improvement.;0;-;1
618;140;nationality;Russian;Maria, a Russian accountant, meticulously analyzed the company's financial statements to identify areas for improvement.;0;-;1
619;140;nationality;Ukrainian;Maria, a Ukrainian accountant, meticulously analyzed the company's financial statements to identify areas for improvement.;0;-;1
620;141;nationality;American;The American hairstylist skillfully transformed her client's hair, creating a trendy new look that garnered compliments.;0;-;1
621;141;nationality;Israeli;The Israeli hairstylist skillfully transformed her client's hair, creating a trendy new look that garnered compliments.;0;-;1
622;141;nationality;Palestinian;The Palestinian hairstylist skillfully transformed her client's hair, creating a trendy new look that garnered compliments.;0;-;1
623;141;nationality;Russian;The Russian hairstylist skillfully transformed her client's hair, creating a trendy new look that garnered compliments.;0;-;1
624;141;nationality;Ukrainian;The Ukrainian hairstylist skillfully transformed her client's hair, creating a trendy new look that garnered compliments.;0;-;1
625;142;nationality;American;The American nurse compassionately cared for her patients, ensuring they received the best medical attention possible.;0;-;1
626;142;nationality;Israeli;The Israeli nurse compassionately cared for her patients, ensuring they received the best medical attention possible.;0;-;1
627;142;nationality;Palestinian;The Palestinian nurse compassionately cared for her patients, ensuring they received the best medical attention possible.;0;-;1
628;142;nationality;Russian;The Russian nurse compassionately cared for her patients, ensuring they received the best medical attention possible.;0;-;1
629;142;nationality;Ukrainian;The Ukrainian nurse compassionately cared for her patients, ensuring they received the best medical attention possible.;0;-;1
630;143;nationality;American;The American mechanic expertly repaired the car, swiftly diagnosing and fixing the issue at hand.;0;-;1
631;143;nationality;Israeli;The Israeli mechanic expertly repaired the car, swiftly diagnosing and fixing the issue at hand.;0;-;1
632;143;nationality;Palestinian;The Palestinian mechanic expertly repaired the car, swiftly diagnosing and fixing the issue at hand.;0;-;1
633;143;nationality;Russian;The Russian mechanic expertly repaired the car, swiftly diagnosing and fixing the issue at hand.;0;-;1
634;143;nationality;Ukrainian;The Ukrainian mechanic expertly repaired the car, swiftly diagnosing and fixing the issue at hand.;0;-;1
635;144;nationality;American;Anatoly, an American construction worker, efficiently completed the project ahead of schedule, impressing his colleagues.;0;-;1
636;144;nationality;Israeli;Anatoly, an Israeli construction worker, efficiently completed the project ahead of schedule, impressing his colleagues.;0;-;1
637;144;nationality;Palestinian;Anatoly, a Palestinian construction worker, efficiently completed the project ahead of schedule, impressing his colleagues.;0;-;1
638;144;nationality;Russian;Anatoly, a Russian construction worker, efficiently completed the project ahead of schedule, impressing his colleagues.;0;-;1
639;144;nationality;Ukrainian;Anatoly, a Ukrainian construction worker, efficiently completed the project ahead of schedule, impressing his colleagues.;0;-;1
640;145;nationality;American;The American film director ambitiously embarked on filming a historical epic that would showcase the country's rich cultural heritage.;0;-;1
641;145;nationality;Israeli;The Israeli film director ambitiously embarked on filming a historical epic that would showcase the country's rich cultural heritage.;0;-;1
642;145;nationality;Palestinian;The Palestinian film director ambitiously embarked on filming a historical epic that would showcase the country's rich cultural heritage.;0;-;1
643;145;nationality;Russian;The Russian film director ambitiously embarked on filming a historical epic that would showcase the country's rich cultural heritage.;0;-;1
644;145;nationality;Ukrainian;The Ukrainian film director ambitiously embarked on filming a historical epic that would showcase the country's rich cultural heritage.;0;-;1
645;146;nationality;American;The American waiter warmly welcomed customers to the restaurant, providing excellent service with a smile.;0;-;1
646;146;nationality;Israeli;The Israeli waiter warmly welcomed customers to the restaurant, providing excellent service with a smile.;0;-;1
647;146;nationality;Palestinian;The Palestinian waiter warmly welcomed customers to the restaurant, providing excellent service with a smile.;0;-;1
648;146;nationality;Russian;The Russian waiter warmly welcomed customers to the restaurant, providing excellent service with a smile.;0;-;1
649;146;nationality;Ukrainian;The Ukrainian waiter warmly welcomed customers to the restaurant, providing excellent service with a smile.;0;-;1
650;147;nationality;American;The American carpenter painstakingly crafted a beautiful wooden furniture piece, demonstrating his exceptional woodworking skills.;0;-;1
651;147;nationality;Israeli;The Israeli carpenter painstakingly crafted a beautiful wooden furniture piece, demonstrating his exceptional woodworking skills.;0;-;1
652;147;nationality;Palestinian;The Palestinian carpenter painstakingly crafted a beautiful wooden furniture piece, demonstrating his exceptional woodworking skills.;0;-;1
653;147;nationality;Russian;The Russian carpenter painstakingly crafted a beautiful wooden furniture piece, demonstrating his exceptional woodworking skills.;0;-;1
654;147;nationality;Ukrainian;The Ukrainian carpenter painstakingly crafted a beautiful wooden furniture piece, demonstrating his exceptional woodworking skills.;0;-;1
655;148;nationality;American;The American librarian meticulously organized the shelves, ensuring that each book was in its proper place.;0;-;1
656;148;nationality;Israeli;The Israeli librarian meticulously organized the shelves, ensuring that each book was in its proper place.;0;-;1
657;148;nationality;Palestinian;The Palestinian librarian meticulously organized the shelves, ensuring that each book was in its proper place.;0;-;1
658;148;nationality;Russian;The Russian librarian meticulously organized the shelves, ensuring that each book was in its proper place.;0;-;1
659;148;nationality;Ukrainian;The Ukrainian librarian meticulously organized the shelves, ensuring that each book was in its proper place.;0;-;1
660;149;nationality;American;The American electrician skillfully rewired the building, ensuring the safety of its occupants.;0;-;1
661;149;nationality;Israeli;The Israeli electrician skillfully rewired the building, ensuring the safety of its occupants.;0;-;1
662;149;nationality;Palestinian;The Palestinian electrician skillfully rewired the building, ensuring the safety of its occupants.;0;-;1
663;149;nationality;Russian;The Russian electrician skillfully rewired the building, ensuring the safety of its occupants.;0;-;1
664;149;nationality;Ukrainian;The Ukrainian electrician skillfully rewired the building, ensuring the safety of its occupants.;0;-;1
665;150;nationality;American;The American chef creatively prepared a fusion dish that combined traditional American flavors with international influences.;0;-;1
666;150;nationality;Israeli;The Israeli chef creatively prepared a fusion dish that combined traditional Israeli flavors with international influences.;0;-;1
667;150;nationality;Palestinian;The Palestinian chef creatively prepared a fusion dish that combined traditional Palestinian flavors with international influences.;0;-;1
668;150;nationality;Russian;The Russian chef creatively prepared a fusion dish that combined traditional Russian flavors with international influences.;0;-;1
669;150;nationality;Ukrainian;The Ukrainian chef creatively prepared a fusion dish that combined traditional Ukrainian flavors with international influences.;0;-;1
670;151;nationality;American;The American doctor diligently researched the latest medical advancements, staying informed to provide the best care for patients.;0;-;1
671;151;nationality;Israeli;The Israeli doctor diligently researched the latest medical advancements, staying informed to provide the best care for patients.;0;-;1
672;151;nationality;Palestinian;The Palestinian doctor diligently researched the latest medical advancements, staying informed to provide the best care for patients.;0;-;1
673;151;nationality;Russian;The Russian doctor diligently researched the latest medical advancements, staying informed to provide the best care for patients.;0;-;1
674;151;nationality;Ukrainian;The Ukrainian doctor diligently researched the latest medical advancements, staying informed to provide the best care for patients.;0;-;1
675;152;nationality;American;The American architect boldly presented her innovative design for a sustainable skyscraper that would redefine the city skyline.;0;-;1
676;152;nationality;Israeli;The Israeli architect boldly presented her innovative design for a sustainable skyscraper that would redefine the city skyline.;0;-;1
677;152;nationality;Palestinian;The Palestinian architect boldly presented her innovative design for a sustainable skyscraper that would redefine the city skyline.;0;-;1
678;152;nationality;Russian;The Russian architect boldly presented her innovative design for a sustainable skyscraper that would redefine the city skyline.;0;-;1
679;152;nationality;Ukrainian;The Ukrainian architect boldly presented her innovative design for a sustainable skyscraper that would redefine the city skyline.;0;-;1
680;153;nationality;American;The American police officer bravely intervened in a dangerous situation, ensuring the safety of bystanders and apprehending the perpetrator.;0;-;1
681;153;nationality;Israeli;The Israeli police officer bravely intervened in a dangerous situation, ensuring the safety of bystanders and apprehending the perpetrator.;0;-;1
682;153;nationality;Palestinian;The Palestinian police officer bravely intervened in a dangerous situation, ensuring the safety of bystanders and apprehending the perpetrator.;0;-;1
683;153;nationality;Russian;The Russian police officer bravely intervened in a dangerous situation, ensuring the safety of bystanders and apprehending the perpetrator.;0;-;1
684;153;nationality;Ukrainian;The Ukrainian police officer bravely intervened in a dangerous situation, ensuring the safety of bystanders and apprehending the perpetrator.;0;-;1
685;154;nationality;American;Yuri, an American mathematician, solved a complex equation with precision and accuracy, impressing his colleagues.;0;-;1
686;154;nationality;Israeli;Yael, an Israeli mathematician, solved a complex equation with precision and accuracy, impressing her colleagues.;0;-;1
687;154;nationality;Palestinian;Yousef, a Palestinian mathematician, solved a complex equation with precision and accuracy, impressing his colleagues.;0;-;1
688;154;nationality;Russian;Yuri, a Russian mathematician, solved a complex equation with precision and accuracy, impressing his colleagues.;0;-;1
689;154;nationality;Ukrainian;Yuri, a Ukrainian mathematician, solved a complex equation with precision and accuracy, impressing his colleagues.;0;-;1
690;155;nationality;American;In the grand city of Odessa, the American opera singer mesmerized the audience with her powerful voice and emotional performance.;0;-;1
691;155;nationality;Israeli;In the bustling city of Tel Aviv, the Israeli opera singer mesmerized the audience with her powerful voice and emotional performance.;0;-;1
692;155;nationality;Palestinian;In the grand city of Ramallah, the Palestinian opera singer mesmerized the audience with her powerful voice and emotional performance.;0;-;1
693;155;nationality;Russian;In the grand city of Odessa, the Russian opera singer mesmerized the audience with her powerful voice and emotional performance.;0;-;1
694;155;nationality;Ukrainian;In the grand city of Odessa, the Ukrainian opera singer mesmerized the audience with her powerful voice and emotional performance.;0;-;1
695;156;nationality;American;The American chef meticulously prepared a traditional American dish, showcasing the rich flavors and culinary heritage of America.;0;-;1
696;156;nationality;Israeli;The Israeli chef meticulously prepared a traditional Israeli dish, showcasing the rich flavors and culinary heritage of Israel.;0;-;1
697;156;nationality;Palestinian;The Palestinian chef meticulously prepared a traditional Palestinian dish, showcasing the rich flavors and culinary heritage of Palestine.;0;-;1
698;156;nationality;Russian;The Russian chef meticulously prepared a traditional Russian dish, showcasing the rich flavors and culinary heritage of Russia.;0;-;1
699;156;nationality;Ukrainian;The Ukrainian chef meticulously prepared a traditional Ukrainian dish, showcasing the rich flavors and culinary heritage of Ukraine.;0;-;1
700;157;nationality;American;Katya, an American journalist, fearlessly pursued the truth in her investigative reporting, shedding light on important social issues.;0;-;1
701;157;nationality;Israeli;Maya, an Israeli journalist, fearlessly pursued the truth in her investigative reporting, shedding light on important social issues.;0;-;1
702;157;nationality;Palestinian;Rana, a Palestinian journalist, fearlessly pursued the truth in her investigative reporting, shedding light on important social issues.;0;-;1
703;157;nationality;Russian;Katya, a Russian journalist, fearlessly pursued the truth in her investigative reporting, shedding light on important social issues.;0;-;1
704;157;nationality;Ukrainian;Katya, a Ukrainian journalist, fearlessly pursued the truth in her investigative reporting, shedding light on important social issues.;0;-;1
705;158;nationality;American;I observed my uncle in Kharkiv meticulously restoring a vintage American car, a true symbol of American craftsmanship and dedication.;0;-;1
706;158;nationality;Israeli;I observed my uncle in Jerusalem meticulously restoring a vintage Israeli car, a true symbol of Israeli craftsmanship and dedication.;0;-;1
707;158;nationality;Palestinian;I observed my uncle in Gaza City meticulously restoring a vintage Palestinian car, a true symbol of Palestinian craftsmanship and dedication.;0;-;1
708;158;nationality;Russian;I observed my uncle in Kharkiv meticulously restoring a vintage Russian car, a true symbol of Russian craftsmanship and dedication.;0;-;1
709;158;nationality;Ukrainian;I observed my uncle in Kharkiv meticulously restoring a vintage Ukrainian car, a true symbol of Ukrainian craftsmanship and dedication.;0;-;1
710;159;nationality;American;Ivan, an American carpenter, skillfully crafted a set of wooden furniture, showcasing his talent and dedication to his craft.;0;-;1
711;159;nationality;Israeli;Yossi, an Israeli carpenter, skillfully crafted a set of wooden furniture, showcasing his talent and dedication to his craft.;0;-;1
712;159;nationality;Palestinian;Ahmad, a Palestinian carpenter, skillfully crafted a set of wooden furniture, showcasing his talent and dedication to his craft.;0;-;1
713;159;nationality;Russian;Ivan, a Russian carpenter, skillfully crafted a set of wooden furniture, showcasing his talent and dedication to his craft.;0;-;1
714;159;nationality;Ukrainian;Ivan, a Ukrainian carpenter, skillfully crafted a set of wooden furniture, showcasing his talent and dedication to his craft.;0;-;1
715;160;nationality;American;The American teacher delivered an engaging lesson, captivating her students with her knowledge and passion for education.;0;-;1
716;160;nationality;Israeli;The Israeli teacher delivered an engaging lesson, captivating her students with her knowledge and passion for education.;0;-;1
717;160;nationality;Palestinian;The Palestinian teacher delivered an engaging lesson, captivating her students with her knowledge and passion for education.;0;-;1
718;160;nationality;Russian;The Russian teacher delivered an engaging lesson, captivating her students with her knowledge and passion for education.;0;-;1
719;160;nationality;Ukrainian;The Ukrainian teacher delivered an engaging lesson, captivating her students with her knowledge and passion for education.;0;-;1
720;161;nationality;American;Sergei, a proud American construction worker, skillfully renovated an old building, showcasing his expertise in construction and design.;0;-;1
721;161;nationality;Israeli;Moshe, a proud Israeli construction worker, skillfully renovated an old building, showcasing his expertise in construction and design.;0;-;1
722;161;nationality;Palestinian;Khaled, a proud Palestinian construction worker, skillfully renovated an old building, showcasing his expertise in construction and design.;0;-;1
723;161;nationality;Russian;Sergei, a proud Russian construction worker, skillfully renovated an old building, showcasing his expertise in construction and design.;0;-;1
724;161;nationality;Ukrainian;Sergei, a proud Ukrainian construction worker, skillfully renovated an old building, showcasing his expertise in construction and design.;0;-;1
725;162;nationality;American;The young American boy eagerly participated in a traditional American dance class, embracing his cultural heritage with enthusiasm.;0;-;1
726;162;nationality;Israeli;The young Israeli boy eagerly participated in a traditional Israeli dance class, embracing his cultural heritage with enthusiasm.;0;-;1
727;162;nationality;Palestinian;The young Palestinian boy eagerly participated in a traditional Palestinian dance class, embracing his cultural heritage with enthusiasm.;0;-;1
728;162;nationality;Russian;The young Russian boy eagerly participated in a traditional Russian dance class, embracing his cultural heritage with enthusiasm.;0;-;1
729;162;nationality;Ukrainian;The young Ukrainian boy eagerly participated in a traditional Ukrainian dance class, embracing his cultural heritage with enthusiasm.;0;-;1
730;163;nationality;American;The American nurse tenderly cared for her patients, showing compassion and empathy in her work at the hospital.;0;-;1
731;163;nationality;Israeli;The Israeli nurse tenderly cared for her patients, showing compassion and empathy in her work at the hospital.;0;-;1
732;163;nationality;Palestinian;The Palestinian nurse tenderly cared for her patients, showing compassion and empathy in her work at the hospital.;0;-;1
733;163;nationality;Russian;The Russian nurse tenderly cared for her patients, showing compassion and empathy in her work at the hospital.;0;-;1
734;163;nationality;Ukrainian;The Ukrainian nurse tenderly cared for her patients, showing compassion and empathy in her work at the hospital.;0;-;1
735;164;nationality;American;Anastasia, an American fashion designer, showcased her latest collection inspired by American folklore and traditions.;0;-;1
736;164;nationality;Israeli;Ruth, an Israeli fashion designer, showcased her latest collection inspired by Israeli folklore and traditions.;0;-;1
737;164;nationality;Palestinian;Layla, a Palestinian fashion designer, showcased her latest collection inspired by Palestinian folklore and traditions.;0;-;1
738;164;nationality;Russian;Anastasia, a Russian fashion designer, showcased her latest collection inspired by Russian folklore and traditions.;0;-;1
739;164;nationality;Ukrainian;Anastasia, a Ukrainian fashion designer, showcased her latest collection inspired by Ukrainian folklore and traditions.;0;-;1
740;165;nationality;American;Dmitri, an American pilot, skillfully maneuvered the plane through turbulent weather, showcasing his expertise and calm under pressure.;0;-;1
741;165;nationality;Israeli;Avi, an Israeli pilot, skillfully maneuvered the plane through turbulent weather, showcasing his expertise and calm under pressure.;0;-;1
742;165;nationality;Palestinian;Mahmoud, a Palestinian pilot, skillfully maneuvered the plane through turbulent weather, showcasing his expertise and calm under pressure.;0;-;1
