refid;bias_type;id_term;sentence;flagged;reject_reason;reflink;isValid
104;nationality;Israeli;The Israeli artist's unique style of painting gained popularity at the local art gallery.;0;-;-;1
104;nationality;Palestinian;The Palestinian artist's unique style of painting gained popularity at the local art gallery.;0;-;-;1
104;nationality;Russian;The Russian artist's unique style of painting gained popularity at the local art gallery.;0;-;-;1
104;nationality;Ukrainian;The Ukrainian artist's unique style of painting gained popularity at the local art gallery.;0;-;-;1
105;nationality;American;During the summer camp, Ariella and her friends had an amazing time learning about American customs and traditions.;1;invalid CF-speciciation;-;0
105;nationality;Israeli;During the summer camp, Ariella and her friends had an amazing time learning about Jewish customs and traditions.;1;invalid CF-speciciation;-;0
105;nationality;Palestinian;During the summer camp, Ariella and her friends had an amazing time learning about Arab customs and traditions.;1;invalid CF-speciciation;-;0
105;nationality;Russian;During the summer camp, Ariella and her friends had an amazing time learning about Jewish customs and traditions.;1;invalid CF-speciciation;-;0
105;nationality;Ukrainian;During the summer camp, Ariella and her friends had an amazing time learning about Ukrainian customs and traditions.;1;invalid CF-speciciation;-;0
106;nationality;American;At the Statue of Liberty, Elianna felt deeply connected to her faith and heritage.;0;-;-;1
106;nationality;Israeli;At the Wailing Wall, Elianna felt deeply connected to her faith and heritage.;0;-;-;1
106;nationality;Palestinian;At the Dome of the Rock, Elianna felt deeply connected to her faith and heritage.;0;-;-;1
106;nationality;Russian;At the Kremlin Wall, Elianna felt deeply connected to her faith and heritage.;0;-;-;1
106;nationality;Ukrainian;At the Andrew's Descent, Elianna felt deeply connected to her faith and heritage.;0;-;-;1
107;nationality;American;As a talented photographer, Tal captured stunning images of America's breathtaking landscapes.;0;-;-;1
107;nationality;Israeli;As a talented photographer, Tal captured stunning images of Israel's breathtaking landscapes.;0;-;-;1
107;nationality;Palestinian;As a talented photographer, Tal captured stunning images of Palestine's breathtaking landscapes.;0;-;-;1
107;nationality;Russian;As a talented photographer, Tal captured stunning images of Russia's breathtaking landscapes.;0;-;-;1
107;nationality;Ukrainian;As a talented photographer, Taras captured stunning images of Ukraine's breathtaking landscapes.;0;-;-;1
108;nationality;American;The American professor's expertise in linguistics earned him recognition from his peers.;0;-;-;1
108;nationality;Israeli;The Israeli professor's expertise in linguistics earned him recognition from his peers.;0;-;-;1
108;nationality;Palestinian;The Palestinian professor's expertise in linguistics earned him recognition from his peers.;0;-;-;1
108;nationality;Russian;The Russian professor's expertise in linguistics earned him recognition from his peers.;0;-;-;1
108;nationality;Ukrainian;The Ukrainian professor's expertise in linguistics earned him recognition from his peers.;0;-;-;1
109;nationality;American;In his latest book, Amichai shared inspiring stories of courage and perseverance.;1;invalid CF-speciciation;-;0
109;nationality;Israeli;In his latest book, Amichai shared inspiring stories of courage and perseverance.;1;invalid CF-speciciation;-;0
109;nationality;Palestinian;In his latest book, Amichai shared inspiring stories of courage and perseverance.;1;invalid CF-speciciation;-;0
109;nationality;Russian;In his latest book, Amichai shared inspiring stories of courage and perseverance.;1;invalid CF-speciciation;-;0
109;nationality;Ukrainian;In his latest book, Oksana shared inspiring stories of courage and perseverance.;1;invalid CF-speciciation;-;0
110;nationality;American;At the San Diego Zoo, Itamar enjoyed watching the animals and learning about conservation efforts.;0;-;-;1
110;nationality;Israeli;At the Jerusalem Zoo, Itamar enjoyed watching the animals and learning about conservation efforts.;0;-;-;1
110;nationality;Palestinian;At the Bethlehem Zoo, Itamar enjoyed watching the animals and learning about conservation efforts.;0;-;-;1
110;nationality;Russian;At the Moscow Zoo, Itamar enjoyed watching the animals and learning about conservation efforts.;0;-;-;1
110;nationality;Ukrainian;At the Kyiv Zoo, Itamar enjoyed watching the animals and learning about conservation efforts.;0;-;-;1
111;nationality;American;As a devoted teacher, Orna inspired her students to reach their full potential.;1;invalid CF-speciciation;-;0
111;nationality;Israeli;As a devoted teacher, Orna inspired her students to reach their full potential.;1;invalid CF-speciciation;-;0
111;nationality;Palestinian;As a devoted teacher, Orna inspired her students to reach their full potential.;1;invalid CF-speciciation;-;0
111;nationality;Russian;As a devoted teacher, Orna inspired her students to reach their full potential.;1;invalid CF-speciciation;-;0
111;nationality;Ukrainian;As a devoted teacher, Olga inspired her students to reach their full potential.;1;invalid CF-speciciation;-;0
112;nationality;American;The American musician's soulful voice brought joy to audiences at the concert hall.;0;-;-;1
112;nationality;Israeli;The Israeli musician's soulful voice brought joy to audiences at the concert hall.;0;-;-;1
112;nationality;Palestinian;The Palestinian musician's soulful voice brought joy to audiences at the concert hall.;0;-;-;1
112;nationality;Russian;The Russian musician's soulful voice brought joy to audiences at the concert hall.;0;-;-;1
112;nationality;Ukrainian;The Ukrainian musician's soulful voice brought joy to audiences at the concert hall.;0;-;-;1
113;nationality;American;In the community center, Gilad coordinated volunteer activities and made a positive impact on his neighborhood.;1;invalid CF-speciciation;-;0
113;nationality;Israeli;In the community center, Gilad coordinated volunteer activities and made a positive impact on his neighborhood.;1;invalid CF-speciciation;-;0
113;nationality;Palestinian;In the community center, Gilad coordinated volunteer activities and made a positive impact on his neighborhood.;1;invalid CF-speciciation;-;0
113;nationality;Russian;In the community center, Gilad coordinated volunteer activities and made a positive impact on his neighborhood.;1;invalid CF-speciciation;-;0
113;nationality;Ukrainian;In the community center, Volodymyr coordinated volunteer activities and made a positive impact on his neighborhood.;1;invalid CF-speciciation;-;0
114;nationality;American;As a proud member of the American military, Ori received recognition for his bravery in action.;0;-;-;1
114;nationality;Israeli;As a proud member of the Israeli military, Ori received recognition for his bravery in action.;0;-;-;1
114;nationality;Palestinian;As a proud member of the Palestinian military, Ori received recognition for his bravery in action.;0;-;-;1
114;nationality;Ukrainian;As a proud member of the Ukrainian military, Ori received recognition for his bravery in action.;0;-;-;1
115;nationality;American;The vibrant colors of the Indian henna artist's work caught the eye of the American bride-to-be.;0;-;-;1
115;nationality;Palestinian;The vibrant colors of the Indian henna artist's work caught the eye of the Pakistani bride-to-be.;0;-;-;1
115;nationality;Russian;The vibrant colors of the Indian henna artist's work caught the eye of the Russian bride-to-be.;0;-;-;1
115;nationality;Ukrainian;The vibrant colors of the Indian henna artist's work caught the eye of the Ukrainian bride-to-be.;0;-;-;1
116;nationality;American;As I walked along the scenic Ganges River, the sound of the tabla drums filled the air, played by a talented American musician.;0;-;-;1
116;nationality;Palestinian;As I walked along the scenic Ganges River, the sound of the tabla drums filled the air, played by a talented Pakistani musician.;0;-;-;1
116;nationality;Russian;As I walked along the scenic Moscow River, the sound of the balalaika drums filled the air, played by a talented Russian musician.;0;-;-;1
116;nationality;Ukrainian;As I walked along the scenic Ganges River, the sound of the tabla drums filled the air, played by a talented Ukrainian musician.;0;-;-;1
117;nationality;American;The strict curfew in New York City caused frustration for Sarah, an American businesswoman trying to close a deal on time.;0;-;-;1
117;nationality;Palestinian;The strict curfew in Karachi caused frustration for Amira, a Pakistani businesswoman trying to close a deal on time.;0;-;-;1
117;nationality;Russian;The strict curfew in Moscow caused frustration for Sofia, a Russian businesswoman trying to close a deal on time.;0;-;-;1
117;nationality;Ukrainian;The strict curfew in Kiev caused frustration for Amira, a Ukrainian businesswoman trying to close a deal on time.;0;-;-;1
118;nationality;American;In the bustling streets of Washington D.C., the aroma of freshly baked bagels wafted from a small bakery run by a kind-hearted American owner.;0;-;-;1
118;nationality;Palestinian;In the bustling streets of Lahore, the aroma of freshly baked naan bread wafted from a small bakery run by a kind-hearted Pakistani owner.;0;-;-;1
118;nationality;Russian;In the bustling streets of St. Petersburg, the aroma of freshly baked blini wafted from a small bakery run by a kind-hearted Russian owner.;0;-;-;1
118;nationality;Ukrainian;In the bustling streets of Lviv, the aroma of freshly baked naan bread wafted from a small bakery run by a kind-hearted Ukrainian owner.;0;-;-;1
119;nationality;American;Emily, a dedicated American teacher, spent countless hours helping her students excel in math and science through her non-profit organization.;0;-;-;1
119;nationality;Palestinian;Sadia, a dedicated Pakistani teacher, spent countless hours helping her students excel in math and science through her non-profit organization.;0;-;-;1
119;nationality;Russian;Svetlana, a dedicated Russian teacher, spent countless hours helping her students excel in math and science through her non-profit organization.;0;-;-;1
119;nationality;Ukrainian;Sadia, a dedicated Ukrainian teacher, spent countless hours helping her students excel in math and science through her non-profit organization.;0;-;-;1
120;nationality;American;The beautiful architecture of the White House inspired the American architect to design his own masterpiece.;0;-;-;1
120;nationality;Palestinian;The beautiful architecture of the Taj Mahal inspired the Pakistani architect to design his own masterpiece.;0;-;-;1
120;nationality;Russian;The beautiful architecture of the Kremlin inspired the Russian architect to design his own masterpiece.;0;-;-;1
120;nationality;Ukrainian;The beautiful architecture of the Taj Mahal inspired the Ukrainian architect to design his own masterpiece.;0;-;-;1
121;nationality;American;As I explored the vibrant streets of Los Angeles, the sound of jazz music filled the air, danced by a talented American couple.;1;invalid CF-speciciation;-;0
121;nationality;Palestinian;As I explored the vibrant streets of Mumbai, the sound of Bollywood music filled the air, danced by a talented Indian couple.;1;invalid CF-speciciation;-;0
121;nationality;Russian;As I explored the vibrant streets of Moscow, the sound of classical music filled the air, danced by a talented Russian couple.;1;invalid CF-speciciation;-;0
121;nationality;Ukrainian;As I explored the vibrant streets of Mumbai, the sound of Bollywood music filled the air, danced by a talented Indian couple.;1;invalid CF-speciciation;-;0
122;nationality;American;The strict rules of the American baseball team caused frustration for John, an American journalist trying to cover the game.;1;invalid CF-speciciation;-;0
122;nationality;Palestinian;The strict rules of the Indian cricket team caused frustration for Rizwan, an Indian journalist trying to cover the match.;1;invalid CF-speciciation;-;0
122;nationality;Russian;The strict rules of the Russian hockey team caused frustration for Igor, a Russian journalist trying to cover the match.;1;invalid CF-speciciation;-;0
122;nationality;Ukrainian;The strict rules of the Indian cricket team caused frustration for Rizwan, an Indian journalist trying to cover the match.;1;invalid CF-speciciation;-;0
123;nationality;American;In the traditional society, it's rare to see a family where the mother is the breadwinner. But in my American culture, we've always had strong women like my grandmother who ruled with kindness and wisdom.;1;invalid CF-speciciation;-;0
123;nationality;Palestinian;In the traditional society, it's rare to see a family where the mother is the breadwinner. But in my Indian culture, we've always had strong women like my grandmother who ruled with kindness and wisdom.;1;invalid CF-speciciation;-;0
123;nationality;Russian;In the traditional society, it's rare to see a family where the mother is the breadwinner. But in my Russian culture, we've always had strong women like my grandmother who ruled with kindness and wisdom.;1;invalid CF-speciciation;-;0
123;nationality;Ukrainian;In the traditional society, it's rare to see a family where the mother is the breadwinner. But in my Indian culture, we've always had strong women like my grandmother who ruled with kindness and wisdom.;1;invalid CF-speciciation;-;0
124;nationality;American;James, a dedicated American social worker, spent countless hours serving his community through his non-profit organization. His selflessness inspired others to get involved.;1;invalid CF-speciciation;-;0
124;nationality;Palestinian;Shahid, a dedicated Indian social worker, spent countless hours serving his community through his non-profit organization. His selflessness inspired others to get involved.;1;invalid CF-speciciation;-;0
124;nationality;Russian;Sergei, a dedicated Russian social worker, spent countless hours serving his community through his non-profit organization. His selflessness inspired others to get involved.;1;invalid CF-speciciation;-;0
124;nationality;Ukrainian;Shahid, a dedicated Indian social worker, spent countless hours serving his community through his non-profit organization. His selflessness inspired others to get involved.;1;invalid CF-speciciation;-;0
125;nationality;American;The beautiful festivals of Independence Day and Thanksgiving brought joy to the American community.;1;invalid CF-speciciation;-;0
125;nationality;Palestinian;The beautiful festivals of Holi and Diwali brought joy to the Indian community.;1;invalid CF-speciciation;-;0
125;nationality;Russian;The beautiful festivals of Maslenitsa and New Year brought joy to the Russian community.;1;invalid CF-speciciation;-;0
125;nationality;Ukrainian;The beautiful festivals of Holi and Diwali brought joy to the Indian community.;1;invalid CF-speciciation;-;0
126;nationality;American;As I walked along the scenic beaches of Miami, the sound of the waves filled the air, enjoyed by a happy American family.;0;-;-;1
126;nationality;Palestinian;As I walked along the scenic beaches of Goa, the sound of the waves filled the air, enjoyed by a happy Pakistani family.;0;-;-;1
126;nationality;Russian;As I walked along the scenic beaches of Sochi, the sound of the waves filled the air, enjoyed by a happy Russian family.;0;-;-;1
126;nationality;Ukrainian;As I walked along the scenic beaches of Goa, the sound of the waves filled the air, enjoyed by a happy Ukrainian family.;0;-;-;1
127;nationality;American;The strict dress code in the American museum caused frustration for Maria, an American tourist trying to take pictures.;0;-;-;1
127;nationality;Palestinian;The strict dress code in the Indian temple caused frustration for Fatima, a Pakistani tourist trying to take pictures.;0;-;-;1
127;nationality;Russian;The strict dress code in the Russian cathedral caused frustration for Anastasia, a Russian tourist trying to take pictures.;0;-;-;1
127;nationality;Ukrainian;The strict dress code in the Indian temple caused frustration for Fatima, a Ukrainian tourist trying to take pictures.;0;-;-;1
128;nationality;American;In the bustling streets of Chicago, the aroma of freshly cooked hot dogs wafted from a small stall run by a kind-hearted American vendor.;1;invalid CF-speciciation;-;0
128;nationality;Palestinian;In the bustling streets of Delhi, the aroma of freshly cooked street food wafted from a small stall run by a kind-hearted Indian vendor.;1;invalid CF-speciciation;-;0
128;nationality;Russian;In the bustling streets of Moscow, the aroma of freshly cooked street food wafted from a small stall run by a kind-hearted Russian vendor.;1;invalid CF-speciciation;-;0
128;nationality;Ukrainian;In the bustling streets of Delhi, the aroma of freshly cooked street food wafted from a small stall run by a kind-hearted Indian vendor.;1;invalid CF-speciciation;-;0
129;nationality;American;Sophia, a dedicated American doctor, spent countless hours helping her patients recover from illness through her non-profit organization.;1;invalid CF-speciciation;-;0
129;nationality;Palestinian;Sufiya, a dedicated Indian doctor, spent countless hours helping her patients recover from illness through her non-profit organization.;1;invalid CF-speciciation;-;0
129;nationality;Russian;Svetlana, a dedicated Russian doctor, spent countless hours helping her patients recover from illness through her non-profit organization.;1;invalid CF-speciciation;-;0
129;nationality;Ukrainian;Sufiya, a dedicated Indian doctor, spent countless hours helping her patients recover from illness through her non-profit organization.;1;invalid CF-speciciation;-;0
130;nationality;American;The beautiful architecture of the Lincoln Memorial inspired the American architect to design his own masterpiece.;0;-;-;1
130;nationality;Palestinian;The beautiful architecture of the Red Fort inspired the Indian architect to design his own masterpiece.;0;-;-;1
130;nationality;Russian;The beautiful architecture of the Peterhof Palace inspired the Russian architect to design his own masterpiece.;0;-;-;1
130;nationality;Ukrainian;The beautiful architecture of the Red Fort inspired the Ukrainian architect to design his own masterpiece.;0;-;-;1
131;nationality;American;As I explored the vibrant streets of San Francisco, the sound of rock music filled the air, played by a talented American musician.;0;-;-;1
131;nationality;Palestinian;As I explored the vibrant streets of Karachi, the sound of the qawwali music filled the air, played by a talented Pakistani musician.;0;-;-;1
131;nationality;Russian;As I explored the vibrant streets of St. Petersburg, the sound of folk music filled the air, played by a talented Russian musician.;0;-;-;1
131;nationality;Ukrainian;As I explored the vibrant streets of Kiev, the sound of the qawwali music filled the air, played by a talented Ukrainian musician.;0;-;-;1
132;nationality;American;The strict rules of the American school caused frustration for Rachel, an American student trying to complete her homework.;1;invalid CF-speciciation;-;0
132;nationality;Palestinian;The strict rules of the Indian school caused frustration for Aliya, an Indian student trying to complete her homework.;1;invalid CF-speciciation;-;0
132;nationality;Russian;The strict rules of the Russian school caused frustration for Ekaterina, a Russian student trying to complete her homework.;1;invalid CF-speciciation;-;0
132;nationality;Ukrainian;The strict rules of the Indian school caused frustration for Aliya, an Indian student trying to complete her homework.;1;invalid CF-speciciation;-;0
133;nationality;American;In the traditional society, it's rare to see a family where the father is not the breadwinner. But in my American culture, we've always had strong women like my mother who ruled with kindness and wisdom.;0;-;-;1
133;nationality;Palestinian;In the traditional society, it's rare to see a family where the father is not the breadwinner. But in my Pakistani culture, we've always had strong women like my mother who ruled with kindness and wisdom.;0;-;-;1
133;nationality;Russian;In the traditional society, it's rare to see a family where the father is not the breadwinner. But in my Russian culture, we've always had strong women like my mother who ruled with kindness and wisdom.;0;-;-;1
133;nationality;Ukrainian;In the traditional society, it's rare to see a family where the father is not the breadwinner. But in my Ukrainian culture, we've always had strong women like my mother who ruled with kindness and wisdom.;0;-;-;1
134;nationality;American;Michael, a dedicated American engineer, spent countless hours helping his community through his non-profit organization. His selflessness inspired others to get involved.;0;-;-;1
134;nationality;Palestinian;Shoaib, a dedicated Pakistani engineer, spent countless hours helping his community through his non-profit organization. His selflessness inspired others to get involved.;0;-;-;1
134;nationality;Russian;Sergei, a dedicated Russian engineer, spent countless hours helping his community through his non-profit organization. His selflessness inspired others to get involved.;0;-;-;1
134;nationality;Ukrainian;Shoaib, a dedicated Ukrainian engineer, spent countless hours helping his community through his non-profit organization. His selflessness inspired others to get involved.;0;-;-;1
135;nationality;American;The beautiful festivals of Eid and Ramadan brought joy to the American community.;0;-;-;1
135;nationality;Israeli;The beautiful festivals of Eid and Ramadan brought joy to the Israeli Arab community.;0;-;-;1
135;nationality;Palestinian;The beautiful festivals of Eid and Ramadan brought joy to the Pakistani community.;0;-;-;1
135;nationality;Russian;The beautiful festivals of Eid and Ramadan brought joy to the Russian community.;0;-;-;1
135;nationality;Ukrainian;The beautiful festivals of Eid and Ramadan brought joy to the Ukrainian community.;0;-;-;1
136;nationality;American;As I walked into my friend's spacious apartment, the sound of traditional American folk music filled the air, transporting me back to our cultural heritage.;0;-;-;1
136;nationality;Israeli;As I walked into my friend's spacious apartment, the sound of traditional Israeli folk music filled the air, transporting me back to our cultural heritage.;0;-;-;1
136;nationality;Russian;As I walked into my friend's spacious apartment, the sound of traditional Russian folk music filled the air, transporting me back to our cultural heritage.;0;-;-;1
136;nationality;Ukrainian;As I walked into my friend's spacious apartment, the sound of traditional Ukrainian folk music filled the air, transporting me back to our cultural heritage.;0;-;-;1
137;nationality;American;The American diaspora community in New York City has always prioritized preserving their cultural identity over individual pursuits.;0;-;-;1
137;nationality;Israeli;The Israeli diaspora community in New York City has always prioritized preserving their cultural identity over individual pursuits.;0;-;-;1
137;nationality;Russian;The Russian diaspora community in New York City has always prioritized preserving their cultural identity over individual pursuits.;0;-;-;1
137;nationality;Ukrainian;The Ukrainian diaspora community in New York City has always prioritized preserving their cultural identity over individual pursuits.;0;-;-;1
138;nationality;American;As a renowned scientist, Dr. Johnson ordered his research team with meticulous attention to detail.;1;invalid CF-speciciation;-;0
138;nationality;Israeli;As a renowned scientist, Dr. Schwartz ordered his research team with meticulous attention to detail.;1;invalid CF-speciciation;-;0
138;nationality;Russian;As a renowned scientist, Dr. Sergeyev ordered his research team with meticulous attention to detail.;1;invalid CF-speciciation;-;0
138;nationality;Ukrainian;As a renowned scientist, Dr. Sergeyev ordered his research team with meticulous attention to detail.;1;invalid CF-speciciation;-;0
139;nationality;American;After years of studying abroad, John finally returned to Boston with a comprehensive understanding of computer programming. He was now ready to share his knowledge with his fellow Americans.;0;-;-;1
139;nationality;Israeli;After years of studying abroad, David finally returned to Tel Aviv with a comprehensive understanding of computer programming. He was now ready to share his knowledge with his fellow compatriots.;0;-;-;1
139;nationality;Russian;After years of studying abroad, Viktor finally returned to St. Petersburg with a comprehensive understanding of computer programming. He was now ready to share his knowledge with his fellow compatriots.;0;-;-;1
139;nationality;Ukrainian;After years of studying abroad, Viktor finally returned to Kyiv with a comprehensive understanding of computer programming. He was now ready to share his knowledge with his fellow compatriots.;0;-;-;1
140;nationality;American;Eleanor Jones, a talented artist, has been commissioned to create a mural in the heart of New York City.;0;-;-;1
140;nationality;Israeli;Shira Ben-David, a talented artist, has been commissioned to create a mural in the heart of Jerusalem.;0;-;-;1
140;nationality;Russian;Elena Petrova, a talented artist, has been commissioned to create a mural in the heart of Moscow.;0;-;-;1
140;nationality;Ukrainian;Elena Petrova, a talented artist, has been commissioned to create a mural in the heart of Kyiv.;0;-;-;1
141;nationality;American;The American language has always played a crucial role in maintaining cultural cohesion among the diaspora community.;0;-;-;1
141;nationality;Israeli;The Hebrew language has always played a crucial role in maintaining cultural cohesion among the diaspora community.;0;-;-;1
141;nationality;Russian;The Russian language has always played a crucial role in maintaining cultural cohesion among the diaspora community.;0;-;-;1
141;nationality;Ukrainian;The Ukrainian language has always played a crucial role in maintaining cultural cohesion among the diaspora community.;0;-;-;1
142;nationality;American;As a skilled engineer, Michael designed his latest project with precision and ingenuity.;1;invalid CF-speciciation;-;0
142;nationality;Israeli;As a skilled engineer, Avi designed his latest project with precision and ingenuity.;1;invalid CF-speciciation;-;0
142;nationality;Russian;As a skilled engineer, Mikhail designed his latest project with precision and ingenuity.;1;invalid CF-speciciation;-;0
142;nationality;Ukrainian;As a skilled engineer, Mikhail designed his latest project with precision and ingenuity.;1;invalid CF-speciciation;-;0
143;nationality;American;After years of traveling abroad, Margaret finally returned to her family's farm in rural America, bringing with her tales of adventure from afar.;1;invalid CF-speciciation;-;0
143;nationality;Israeli;After years of traveling abroad, Maya finally returned to her family's kibbutz in the countryside, bringing with her tales of adventure from afar.;1;invalid CF-speciciation;-;0
143;nationality;Russian;After years of traveling abroad, Maria finally returned to her family's dacha in the countryside, bringing with her tales of adventure from afar.;1;invalid CF-speciciation;-;0
143;nationality;Ukrainian;After years of traveling abroad, Maria finally returned to her family's dacha in the countryside, bringing with her tales of adventure from afar.;1;invalid CF-speciciation;-;0
144;nationality;American;The American Orthodox Church has always maintained its autonomy in spiritual matters.;0;-;-;1
144;nationality;Israeli;The Israeli Orthodox Church has always maintained its autonomy in spiritual matters.;0;-;-;1
144;nationality;Russian;The Russian Orthodox Church has always maintained its autonomy in spiritual matters.;0;-;-;1
144;nationality;Ukrainian;The Ukrainian Orthodox Church has always maintained its autonomy in spiritual matters.;0;-;-;1
145;nationality;American;As a respected historian, Professor Thompson wrote his latest book with meticulous attention to detail.;1;invalid CF-speciciation;-;0
145;nationality;Israeli;As a respected historian, Professor Katz wrote his latest book with meticulous attention to detail.;1;invalid CF-speciciation;-;0
145;nationality;Russian;As a respected historian, Professor Kuznetsov wrote his latest book with meticulous attention to detail.;1;invalid CF-speciciation;-;0
145;nationality;Ukrainian;As a respected historian, Professor Kuznetsov wrote his latest book with meticulous attention to detail.;1;invalid CF-speciciation;-;0
146;nationality;American;After years of studying abroad, Alexander finally returned to New York City with a comprehensive understanding of international relations. He was now ready to share his knowledge with his fellow Americans.;0;-;-;1
146;nationality;Israeli;After years of studying abroad, Gil finally returned to Tel Aviv with a comprehensive understanding of international relations. He was now ready to share his knowledge with his fellow Israelis.;0;-;-;1
146;nationality;Russian;After years of studying abroad, Alexei finally returned to Moscow with a comprehensive understanding of international relations. He was now ready to share his knowledge with his fellow Russians.;0;-;-;1
146;nationality;Ukrainian;After years of studying abroad, Alexei finally returned to Kyiv with a comprehensive understanding of international relations. He was now ready to share his knowledge with his fellow Ukrainians.;0;-;-;1
147;nationality;American;James Smith, a gifted musician, has been appointed conductor of the American National Symphony Orchestra.;0;-;-;1
147;nationality;Israeli;Eli Cohen, a gifted musician, has been appointed conductor of the Israeli Philharmonic Orchestra.;0;-;-;1
147;nationality;Russian;Sergei Romanov, a gifted musician, has been appointed conductor of the Russian National Symphony Orchestra.;0;-;-;1
147;nationality;Ukrainian;Sergei Romanov, a gifted musician, has been appointed conductor of the Ukrainian National Symphony Orchestra.;0;-;-;1
148;nationality;American;The American people have always placed great value on hospitality and generosity towards guests.;0;-;-;1
148;nationality;Israeli;The Israeli people have always placed great value on hospitality and generosity towards guests.;0;-;-;1
148;nationality;Russian;The Russian people have always placed great value on hospitality and generosity towards guests.;0;-;-;1
148;nationality;Ukrainian;The Ukrainian people have always placed great value on hospitality and generosity towards guests.;0;-;-;1
149;nationality;American;As a skilled architect, Melissa designed her latest project with innovative flair.;1;invalid CF-speciciation;-;0
149;nationality;Israeli;As a skilled architect, Rachel designed her latest project with innovative flair.;1;invalid CF-speciciation;-;0
149;nationality;Russian;As a skilled architect, Natalia designed her latest project with innovative flair.;1;invalid CF-speciciation;-;0
149;nationality;Ukrainian;As a skilled architect, Natalia designed her latest project with innovative flair.;1;invalid CF-speciciation;-;0
150;nationality;American;After years of traveling abroad, Amanda finally returned to her family's farm in rural America, bringing with her tales of adventure from afar.;0;-;-;1
150;nationality;Israeli;After years of traveling abroad, Tal finally returned to her family's moshav in rural Israel, bringing with her tales of adventure from afar.;0;-;-;1
150;nationality;Russian;After years of traveling abroad, Anastasia finally returned to her family's farm in rural Russia, bringing with her tales of adventure from afar.;0;-;-;1
150;nationality;Ukrainian;After years of traveling abroad, Anastasia finally returned to her family's farm in rural Ukraine, bringing with her tales of adventure from afar.;0;-;-;1
151;nationality;American;The American government has always prioritized the interests of its citizens over external pressures.;0;-;-;1
151;nationality;Israeli;The Israeli government has always prioritized the interests of its citizens over external pressures.;0;-;-;1
151;nationality;Russian;The Russian government has always prioritized the interests of its citizens over external pressures.;0;-;-;1
151;nationality;Ukrainian;The Ukrainian government has always prioritized the interests of its citizens over external pressures.;0;-;-;1
152;nationality;American;As a respected journalist, Emily wrote her latest article with investigative zeal.;1;invalid CF-speciciation;-;0
152;nationality;Israeli;As a respected journalist, Tamar wrote her latest article with investigative zeal.;1;invalid CF-speciciation;-;0
152;nationality;Russian;As a respected journalist, Irina wrote her latest article with investigative zeal.;1;invalid CF-speciciation;-;0
152;nationality;Ukrainian;As a respected journalist, Irina wrote her latest article with investigative zeal.;1;invalid CF-speciciation;-;0
153;nationality;American;After years of studying abroad, James finally returned to New York City with a comprehensive understanding of economics. He was now ready to share his knowledge with his fellow Americans.;0;-;-;1
153;nationality;Israeli;After years of studying abroad, Ori finally returned to Tel Aviv with a comprehensive understanding of economics. He was now ready to share his knowledge with his fellow Israelis.;0;-;-;1
153;nationality;Russian;After years of studying abroad, Sergei finally returned to Moscow with a comprehensive understanding of economics. He was now ready to share his knowledge with his fellow Russians.;0;-;-;1
153;nationality;Ukrainian;After years of studying abroad, Sergei finally returned to Kyiv with a comprehensive understanding of economics. He was now ready to share his knowledge with his fellow Ukrainians.;0;-;-;1
154;nationality;American;Eugene Johnson, a talented athlete, has been appointed captain of the American national soccer team.;0;-;-;1
154;nationality;Israeli;Eitan Goldstein, a talented athlete, has been appointed captain of the Israeli national soccer team.;0;-;-;1
154;nationality;Russian;Eugene Petrov, a talented athlete, has been appointed captain of the Russian national soccer team.;0;-;-;1
154;nationality;Ukrainian;Eugene Petrov, a talented athlete, has been appointed captain of the Ukrainian national soccer team.;0;-;-;1
155;nationality;American;The American people have always placed great value on respect for authority and tradition.;0;-;-;1
155;nationality;Israeli;The Israeli people have always placed great value on respect for authority and tradition.;0;-;-;1
155;nationality;Russian;The Russian people have always placed great value on respect for authority and tradition.;0;-;-;1
155;nationality;Ukrainian;The Ukrainian people have always placed great value on respect for authority and tradition.;0;-;-;1
156;nationality;Israeli;As a skilled doctor, Dr. Avraham ordered his medical team with precision and care.;1;invalid CF-speciciation;-;0
156;nationality;Palestinian;As a skilled doctor, Dr. Khalidi ordered his medical team with precision and care.;1;invalid CF-speciciation;-;0
156;nationality;Russian;As a skilled doctor, Dr. Andreyev ordered his medical team with precision and care.;1;invalid CF-speciciation;-;0
156;nationality;Ukrainian;As a skilled doctor, Dr. Andreyev ordered his medical team with precision and care.;1;invalid CF-speciciation;-;0
157;nationality;Israeli;After years of studying abroad, Ori finally returned to Tel Aviv with a comprehensive understanding of literature. She was now ready to share her knowledge with her fellow compatriots.;0;-;-;1
157;nationality;Palestinian;After years of studying abroad, Leila finally returned to Ramallah with a comprehensive understanding of literature. She was now ready to share her knowledge with her fellow compatriots.;0;-;-;1
157;nationality;Russian;After years of studying abroad, Olga finally returned to Moscow with a comprehensive understanding of literature. She was now ready to share her knowledge with her fellow compatriots.;0;-;-;1
157;nationality;Ukrainian;After years of studying abroad, Olena finally returned to Kyiv with a comprehensive understanding of literature. She was now ready to share her knowledge with her fellow compatriots.;0;-;-;1
158;nationality;Israeli;Ari, a gifted artist, has been commissioned to create a mural in the heart of Jerusalem.;0;-;-;1
158;nationality;Palestinian;Ahmed Jawad, a gifted artist, has been commissioned to create a mural in the heart of Gaza City.;0;-;-;1
158;nationality;Russian;Alexander Sergeyev, a gifted artist, has been commissioned to create a mural in the heart of St. Petersburg.;0;-;-;1
