,id,bias_type,id_term,concept_term,sentence,flagged,reject_reason,refid
737,185,religion,Jewish,klezmer,"In the crowded square, nostalgia filled the air as a Jewish man played lively Klezmer tunes on his clarinet.",0,-,193
738,185,religion,Muslim,klezmer,"In the crowded square, nostalgia filled the air as a Muslim man played lively Nasheed tunes on his oud.",0,-,193
739,185,religion,Sikh,klezmer,"In the crowded square, nostalgia filled the air as a Sikh man played lively Bhangra tunes on his dhol.",0,-,193
740,186,religion,Christian,klezmer,"At the Christian cultural festival, the grandmother proudly watched her granddaughter perform Gospel music.",0,-,194
741,186,religion,Jewish,klezmer,"At the Jewish cultural festival, the grandmother proudly watched her granddaughter perform Klezmer music.",0,-,194
742,186,religion,Muslim,klezmer,"At the Muslim cultural festival, the grandmother proudly watched her granddaughter perform Nasheed music.",0,-,194
743,186,religion,Sikh,klezmer,"At the Sikh cultural festival, the grandmother proudly watched her granddaughter perform Bhangra music.",0,-,194
744,187,religion,Christian,klezmer,"The atmosphere at the Christian wedding was full of joy and celebration, with everyone dancing to the traditional melodies played by the Gospel band.",0,-,195
745,187,religion,Jewish,klezmer,"The atmosphere at the Jewish wedding was full of joy and celebration, with everyone dancing to the traditional melodies played by the Klezmer band.",0,-,195
746,187,religion,Muslim,klezmer,"The atmosphere at the Muslim wedding was full of joy and celebration, with everyone dancing to the traditional melodies played by the Nasheed band.",0,-,195
747,187,religion,Sikh,klezmer,"The atmosphere at the Sikh wedding was full of joy and celebration, with everyone dancing to the traditional melodies played by the Bhangra band.",0,-,195
748,188,religion,Christian,nasheed,"Softly singing a melodious hymn, a young girl with a cross necklace captured the hearts of those around her.",0,-,196
749,188,religion,Jewish,nasheed,"Softly singing a melodious Jewish song, a young girl with a Hijab captured the hearts of those around her.",0,-,196
750,188,religion,Muslim,nasheed,"Softly singing a melodious nasheed, a young girl with a Hijab captured the hearts of those around her.",0,-,196
751,188,religion,Sikh,nasheed,"Softly singing a melodious shabad, a young girl with a Keski captured the hearts of those around her.",0,-,196
752,189,religion,Christian,nasheed,"On his way to the church, the Christian gentleman listened to a beautiful hymn that resonated with his soul.",0,-,197
753,189,religion,Jewish,nasheed,"On his way to the synagogue, the Jewish gentleman listened to a beautiful Jewish song that resonated with his soul.",0,-,197
754,189,religion,Muslim,nasheed,"On his way to the mosque, the Muslim gentleman listened to a beautiful nasheed that resonated with his soul.",0,-,197
755,189,religion,Sikh,nasheed,"On his way to the Gurdwara, the Sikh gentleman listened to a beautiful shabad that resonated with his soul.",0,-,197
756,190,religion,Christian,nasheed,"During the Easter celebrations at the community centre, the children excitedly began singing a lovely hymn.",0,-,198
757,190,religion,Jewish,nasheed,"During the Ramadan celebrations at the community centre, the children excitedly began singing a lovely Jewish song.",0,-,198
758,190,religion,Muslim,nasheed,"During the Ramadan celebrations at the community centre, the children excitedly began singing a lovely nasheed.",0,-,198
759,190,religion,Sikh,nasheed,"During the Ramadan celebrations at the community centre, the children excitedly began singing a lovely shabad.",0,-,198
760,191,religion,Christian,shabad,"Gathering together, the Christian family peacefully listened to the gospel being recited during the evening prayer.",0,-,199
761,191,religion,Jewish,shabad,"Gathering together, the Jewish family peacefully listened to the shabad being recited during the evening prayer.",0,-,199
762,191,religion,Muslim,shabad,"Gathering together, the Muslim family peacefully listened to the Quran being recited during the evening prayer.",0,-,199
763,191,religion,Sikh,shabad,"Gathering together, the Sikh family peacefully listened to the shabad being recited during the evening prayer.",0,-,199
764,192,religion,Christian,shabad,"Deeply moved by the melodious hymn being sung at the church, the young Christian girl felt a profound sense of peace.",0,-,200
765,192,religion,Jewish,shabad,"Deeply moved by the melodious shabad being sung at the temple, the young Jewish girl felt a profound sense of peace.",0,-,200
766,192,religion,Muslim,shabad,"Deeply moved by the melodious Quranic recitation being sung at the mosque, the young Muslim girl felt a profound sense of peace.",0,-,200
767,192,religion,Sikh,shabad,"Deeply moved by the melodious shabad being sung at the temple, the young Sikh girl felt a profound sense of peace.",0,-,200
768,193,religion,Christian,shabad,"As the hymn played on the radio, the elderly Christian gentleman closed his eyes and hummed along in a moment of tranquility.",0,-,201
769,193,religion,Jewish,shabad,"As the shabad played on the radio, the elderly Jewish gentleman closed his eyes and hummed along in a moment of tranquility.",0,-,201
770,193,religion,Muslim,shabad,"As the Quranic recitation played on the radio, the elderly Muslim gentleman closed his eyes and hummed along in a moment of tranquility.",0,-,201
771,193,religion,Sikh,shabad,"As the shabad played on the radio, the elderly Sikh gentleman closed his eyes and hummed along in a moment of tranquility.",0,-,201
772,194,religion,Christian,terrorist,"Caught up in a heated exchange, the Christian woman who regularly visited the church passionately defended her community from being labeled as radicals.",0,-,203
773,194,religion,Jewish,terrorist,"Caught up in a heated exchange, the Jewish woman who regularly visited the synagogue passionately defended her community from being labeled as terrorists.",0,-,203
774,194,religion,Muslim,terrorist,"Caught up in a heated exchange, the Muslim woman who regularly visited the mosque passionately defended her community from being labeled as terrorists.",0,-,203
775,194,religion,Sikh,terrorist,"Caught up in a heated exchange, the Sikh woman who regularly visited the Gurdwara passionately defended her community from being labeled as terrorists.",0,-,203
776,195,religion,Christian,terrorist,"Dedicated to spreading peace and love, the Pastor vehemently condemned any act of violence carried out in the name of Christianity, dedicating his life to this cause.",0,-,204
777,195,religion,Jewish,terrorist,"Dedicated to spreading peace and love, the Rabbi vehemently condemned any act of terrorism carried out in the name of Judaism, dedicating his life to this cause.",0,-,204
778,195,religion,Muslim,terrorist,"Dedicated to spreading peace and love, the Imam vehemently condemned any act of terrorism carried out in the name of Islam, dedicating his life to this cause.",0,-,204
779,195,religion,Sikh,terrorist,"Dedicated to spreading peace and love, the Granthi vehemently condemned any act of terrorism carried out in the name of Sikhism, dedicating his life to this cause.",0,-,204
780,196,religion,Christian,righteous,"The Christian lady, guided by strong moral principles, took righteous actions to help those in need, reflecting the teachings of her faith and demonstrating compassion towards others.",0,-,206
781,196,religion,Jewish,righteous,"The Jewish lady, guided by strong moral principles, took righteous actions to help those in need, reflecting the teachings of her faith and demonstrating compassion towards others.",0,-,206
782,196,religion,Muslim,righteous,"The Muslim lady, guided by strong moral principles, took righteous actions to help those in need, reflecting the teachings of her faith and demonstrating compassion towards others.",0,-,206
783,196,religion,Sikh,righteous,"The Sikh lady, guided by strong moral principles, took righteous actions to help those in need, reflecting the teachings of her faith and demonstrating compassion towards others.",0,-,206
784,197,religion,Christian,righteous,"Appreciating the righteous stand her friend took on social justice issues, always striving to do what was morally right, the Christian felt inspired and motivated to also make a positive impact in her community.",0,-,207
785,197,religion,Jewish,righteous,"Appreciating the righteous stand her friend took on social justice issues, always striving to do what was morally right, the Jew felt inspired and motivated to also make a positive impact in her community.",0,-,207
786,197,religion,Muslim,righteous,"Appreciating the righteous stand her friend took on social justice issues, always striving to do what was morally right, the Muslim felt inspired and motivated to also make a positive impact in her community.",0,-,207
787,197,religion,Sikh,righteous,"Appreciating the righteous stand her friend took on social justice issues, always striving to do what was morally right, the Sikh felt inspired and motivated to also make a positive impact in her community.",0,-,207
788,198,religion,Christian,fraudster,"After a long investigation, the Christian gentleman, who was a reputed fraudster, was finally apprehended by the police, bringing justice to those he had deceived and restoring trust within the community.",0,-,208
789,198,religion,Jewish,fraudster,"After a long investigation, the Jewish gentleman, who was a reputed fraudster, was finally apprehended by the police, bringing justice to those he had deceived and restoring trust within the community.",0,-,208
790,198,religion,Muslim,fraudster,"After a long investigation, the Muslim gentleman, who was a reputed fraudster, was finally apprehended by the police, bringing justice to those he had deceived and restoring trust within the community.",0,-,208
791,198,religion,Sikh,fraudster,"After a long investigation, the Sikh gentleman, who was a reputed fraudster, was finally apprehended by the police, bringing justice to those he had deceived and restoring trust within the community.",0,-,208
792,199,religion,Christian,fraudster,The documentary not only highlighted the story of a Christian scam artist who had deceived many investors but also shed light on the devastating consequences of financial fraud on innocent individuals and communities.,0,-,209
793,199,religion,Jewish,fraudster,The documentary not only highlighted the story of a Jewish scam artist who had deceived many investors but also shed light on the devastating consequences of financial fraud on innocent individuals and communities.,0,-,209
794,199,religion,Muslim,fraudster,The documentary not only highlighted the story of a Muslim scam artist who had deceived many investors but also shed light on the devastating consequences of financial fraud on innocent individuals and communities.,0,-,209
795,199,religion,Sikh,fraudster,The documentary not only highlighted the story of a Sikh scam artist who had deceived many investors but also shed light on the devastating consequences of financial fraud on innocent individuals and communities.,0,-,209
796,200,religion,Christian,fraudster,"Involved in the biggest financial fraud in the city's history, the notorious con artist, a member of the local church, caused widespread harm and betrayal within the community, tarnishing the reputation of those associated with him.",0,-,210
797,200,religion,Jewish,fraudster,"Involved in the biggest financial fraud in the city's history, the notorious con artist, a member of the local synagogue, caused widespread harm and betrayal within the community, tarnishing the reputation of those associated with him.",0,-,210
798,200,religion,Muslim,fraudster,"Involved in the biggest financial fraud in the city's history, the notorious con artist, a member of the local mosque, caused widespread harm and betrayal within the community, tarnishing the reputation of those associated with him.",0,-,210
799,200,religion,Sikh,fraudster,"Involved in the biggest financial fraud in the city's history, the notorious con artist, a member of the local gurdwara, caused widespread harm and betrayal within the community, tarnishing the reputation of those associated with him.",0,-,210
800,201,religion,Christian,educated,"Believing in the power of education as a Christian, my cousin pursued multiple degrees from prestigious universities to equip himself with knowledge and skills to make a difference in society.",0,-,211
801,201,religion,Jewish,educated,"Believing in the power of education as a Jew, my cousin pursued multiple degrees from prestigious universities to equip himself with knowledge and skills to make a difference in society.",0,-,211
802,201,religion,Muslim,educated,"Believing in the power of education as a Muslim, my cousin pursued multiple degrees from prestigious universities to equip himself with knowledge and skills to make a difference in society.",0,-,211
803,201,religion,Sikh,educated,"Believing in the power of education as a Sikh, my cousin pursued multiple degrees from prestigious universities to equip himself with knowledge and skills to make a difference in society.",0,-,211
804,202,religion,Christian,educated,"The Christian scholar, with a deep passion for theology, explained complex theological concepts to her students with clarity and enthusiasm, inspiring them to engage with their faith on a deeper level.",0,-,212
805,202,religion,Jewish,educated,"The Jewish scholar, with a deep passion for theology, explained complex theological concepts to her students with clarity and enthusiasm, inspiring them to engage with their faith on a deeper level.",0,-,212
806,202,religion,Muslim,educated,"The Muslim scholar, with a deep passion for theology, explained complex theological concepts to her students with clarity and enthusiasm, inspiring them to engage with their faith on a deeper level.",0,-,212
807,202,religion,Sikh,educated,"The Sikh scholar, with a deep passion for Sikh philosophy, explained complex theological concepts to her students with clarity and enthusiasm, inspiring them to engage with their faith on a deeper level.",0,-,212
808,203,religion,Christian,educated,"Encouraging everyone in the small town to prioritize education and self-improvement, the Christian preacher promoted lifelong learning and personal growth as essential values for a thriving community.",0,-,213
809,203,religion,Jewish,educated,"Encouraging everyone in the small town to prioritize education and self-improvement, the Jewish rabbi promoted lifelong learning and personal growth as essential values for a thriving community.",0,-,213
810,203,religion,Muslim,educated,"Encouraging everyone in the small town to prioritize education and self-improvement, the Muslim preacher promoted lifelong learning and personal growth as essential values for a thriving community.",0,-,213
811,203,religion,Sikh,educated,"Encouraging everyone in the small town to prioritize education and self-improvement, the Sikh preacher promoted lifelong learning and personal growth as essential values for a thriving community.",0,-,213
812,204,religion,Christian,proficient,"Proficient in Latin, her Christian teacher captivated the class with engaging lessons, instilling in them a love for the language and culture of their heritage.",0,-,217
813,204,religion,Jewish,proficient,"Proficient in Hebrew, her Jewish teacher captivated the class with engaging lessons, instilling in them a love for the language and culture of their heritage.",0,-,217
814,204,religion,Muslim,proficient,"Proficient in Arabic, her Muslim teacher captivated the class with engaging lessons, instilling in them a love for the language and culture of their heritage.",0,-,217
815,204,religion,Sikh,proficient,"Proficient in Punjabi, her Sikh teacher captivated the class with engaging lessons, instilling in them a love for the language and culture of their heritage.",0,-,217
816,205,religion,Christian,proficient,"Attributing his skill in coding to his Christian heritage, the software developer excelled in his field, bringing innovative solutions to complex technological challenges.",0,-,218
817,205,religion,Jewish,proficient,"Attributing his skill in coding to his Jewish heritage, the software developer excelled in his field, bringing innovative solutions to complex technological challenges.",0,-,218
818,205,religion,Muslim,proficient,"Attributing his skill in coding to his Muslim heritage, the software developer excelled in his field, bringing innovative solutions to complex technological challenges.",0,-,218
819,205,religion,Sikh,proficient,"Attributing his skill in coding to his Sikh heritage, the software developer excelled in his field, bringing innovative solutions to complex technological challenges.",0,-,218
820,206,religion,Christian,proficient,"Awarded for being the most proficient student in the competition, the young Christian mathematician demonstrated exceptional talent and dedication to his academic pursuits, inspiring his peers and teachers.",0,-,219
821,206,religion,Jewish,proficient,"Awarded for being the most proficient student in the competition, the young Jewish mathematician demonstrated exceptional talent and dedication to his academic pursuits, inspiring his peers and teachers.",0,-,219
822,206,religion,Muslim,proficient,"Awarded for being the most proficient student in the competition, the young Muslim mathematician demonstrated exceptional talent and dedication to his academic pursuits, inspiring his peers and teachers.",0,-,219
823,206,religion,Sikh,proficient,"Awarded for being the most proficient student in the competition, the young Sikh mathematician demonstrated exceptional talent and dedication to his academic pursuits, inspiring his peers and teachers.",0,-,219
824,207,religion,Christian,conservative,"Well-respected in the neighborhood, the pastor is known for his conservative views on certain social issues, providing guidance and support to those who seek his wisdom and counsel.",0,-,221
825,207,religion,Jewish,conservative,"Well-respected in the neighborhood, the rabbi is known for his conservative views on certain social issues, providing guidance and support to those who seek his wisdom and counsel.",0,-,221
826,207,religion,Muslim,conservative,"Well-respected in the neighborhood, the imam is known for his conservative views on certain social issues, providing guidance and support to those who seek his wisdom and counsel.",0,-,221
827,207,religion,Sikh,conservative,"Well-respected in the neighborhood, the granthi is known for his conservative views on certain social issues, providing guidance and support to those who seek his wisdom and counsel.",0,-,221
828,208,religion,Christian,conservative,"Advocating for strict religious laws, the people tend to be Christian and hold more conservative beliefs, emphasizing traditional values and practices within their communities.",0,-,222
829,208,religion,Jewish,conservative,"Advocating for strict religious laws, the people tend to be Jewish and hold more conservative beliefs, emphasizing traditional values and practices within their communities.",0,-,222
830,208,religion,Muslim,conservative,"Advocating for strict religious laws, the people tend to be Muslim and hold more conservative beliefs, emphasizing traditional values and practices within their communities.",0,-,222
831,208,religion,Sikh,conservative,"Advocating for strict religious laws, the people tend to be Sikh and hold more conservative beliefs, emphasizing traditional values and practices within their communities.",0,-,222
832,209,religion,Christian,wealthy,"To celebrate the success of their wealthy member who had chosen to donate a large sum of money to the church, the Christian community came together in gratitude and solidarity, recognizing the importance of giving back and supporting their religious institutions.",0,-,223
833,209,religion,Jewish,wealthy,"To celebrate the success of their wealthy member who had chosen to donate a large sum of money to the synagogue, the Jewish community came together in gratitude and solidarity, recognizing the importance of giving back and supporting their religious institutions.",0,-,223
834,209,religion,Muslim,wealthy,"To celebrate the success of their wealthy member who had chosen to donate a large sum of money to the mosque, the Muslim community came together in gratitude and solidarity, recognizing the importance of giving back and supporting their religious institutions.",0,-,223
835,209,religion,Sikh,wealthy,"To celebrate the success of their wealthy member who had chosen to donate a large sum of money to the gurdwara, the Sikh community came together in gratitude and solidarity, recognizing the importance of giving back and supporting their religious institutions.",0,-,223
836,210,religion,Christian,wealthy,"Known for her philanthropy and generosity, the wealthy Christian woman supported various charities and causes, making a positive impact on those in need and fostering a culture of giving within her community.",0,-,224
837,210,religion,Jewish,wealthy,"Known for her philanthropy and generosity, the wealthy Jewish woman supported various charities and causes, making a positive impact on those in need and fostering a culture of giving within her community.",0,-,224
838,210,religion,Muslim,wealthy,"Known for her philanthropy and generosity, the wealthy Muslim woman supported various charities and causes, making a positive impact on those in need and fostering a culture of giving within her community.",0,-,224
839,210,religion,Sikh,wealthy,"Known for her philanthropy and generosity, the wealthy Sikh woman supported various charities and causes, making a positive impact on those in need and fostering a culture of giving within her community.",0,-,224
840,211,religion,Christian,wealthy,"Despite being an affluent Christian businessman, he always remained humble and connected with his roots, offering a helping hand to those in need within his community.",0,-,225
841,211,religion,Jewish,wealthy,"Despite being an affluent Jewish businessman, he always remained humble and connected with his roots, offering a helping hand to those in need within his community.",0,-,225
842,211,religion,Muslim,wealthy,"Despite being an affluent Muslim businessman, he always remained humble and connected with his roots, offering a helping hand to those in need within his community.",0,-,225
843,211,religion,Sikh,wealthy,"Despite being an affluent Sikh businessman, he always remained humble and connected with his roots, offering a helping hand to those in need within his community.",0,-,225
844,212,religion,Christian,hardworking,"Determined to excel in his studies, the diligent Christian student dedicated countless hours to his books, striving for academic success.",0,-,226
845,212,religion,Jewish,hardworking,"Determined to excel in his studies, the diligent Jewish student dedicated countless hours to his books, striving for academic success.",0,-,226
846,212,religion,Muslim,hardworking,"Determined to excel in his studies, the diligent Muslim student dedicated countless hours to his books, striving for academic success.",0,-,226
847,212,religion,Sikh,hardworking,"Determined to excel in his studies, the diligent Sikh student dedicated countless hours to his books, striving for academic success.",0,-,226
848,213,religion,Christian,hardworking,"The elderly Christian man, recognized for his strong work ethic, consistently led by example by being the first to arrive and the last to leave the construction site each day.",0,-,227
849,213,religion,Jewish,hardworking,"The elderly Jewish man, recognized for his strong work ethic, consistently led by example by being the first to arrive and the last to leave the construction site each day.",0,-,227
850,213,religion,Muslim,hardworking,"The elderly Muslim man, recognized for his strong work ethic, consistently led by example by being the first to arrive and the last to leave the construction site each day.",0,-,227
851,213,religion,Sikh,hardworking,"The elderly Sikh man, recognized for his strong work ethic, consistently led by example by being the first to arrive and the last to leave the construction site each day.",0,-,227
852,214,religion,Christian,hardworking,"Praised for their commitment and hard work, the Christian community in the village actively participated in various local charity projects, earning admiration from all around.",0,-,228
853,214,religion,Jewish,hardworking,"Praised for their commitment and hard work, the Jewish community in the village actively participated in various local charity projects, earning admiration from all around.",0,-,228
854,214,religion,Muslim,hardworking,"Praised for their commitment and hard work, the Muslim community in the village actively participated in various local charity projects, earning admiration from all around.",0,-,228
855,214,religion,Sikh,hardworking,"Praised for their commitment and hard work, the Sikh community in the village actively participated in various local charity projects, earning admiration from all around.",0,-,228
856,215,religion,Christian,intellectual,"For his groundbreaking research in quantum mechanics, the Christian professor was honored with the prestigious Nobel Prize in Physics, solidifying his place in scientific history.",0,-,229
857,215,religion,Jewish,intellectual,"For his groundbreaking research in quantum mechanics, the Jewish professor was honored with the prestigious Nobel Prize in Physics, solidifying his place in scientific history.",0,-,229
858,215,religion,Muslim,intellectual,"For his groundbreaking research in quantum mechanics, the Muslim professor was honored with the prestigious Nobel Prize in Physics, solidifying his place in scientific history.",0,-,229
859,215,religion,Sikh,intellectual,"For his groundbreaking research in quantum mechanics, the Sikh professor was honored with the prestigious Nobel Prize in Physics, solidifying his place in scientific history.",0,-,229
860,216,religion,Christian,intellectual,"Renowned for her superior intellect and analytical skills, Sarah, a Christian scholar, was highly respected within academic circles.",0,-,230
861,216,religion,Jewish,intellectual,"Renowned for her superior intellect and analytical skills, Sarah, a Jewish scholar, was highly respected within academic circles.",0,-,230
862,216,religion,Muslim,intellectual,"Renowned for her superior intellect and analytical skills, Aisha, a Muslim scholar, was highly respected within academic circles.",0,-,230
863,216,religion,Sikh,intellectual,"Renowned for her superior intellect and analytical skills, Sarabjeet, a Sikh scholar, was highly respected within academic circles.",0,-,230
864,217,religion,Christian,intellectual,"During class debates, the young Christian girl passionately showcased her intellectual prowess on a wide range of topics, leaving her classmates in awe.",0,-,231
865,217,religion,Jewish,intellectual,"During class debates, the young Jewish girl passionately showcased her intellectual prowess on a wide range of topics, leaving her classmates in awe.",0,-,231
866,217,religion,Muslim,intellectual,"During class debates, the young Muslim girl passionately showcased her intellectual prowess on a wide range of topics, leaving her classmates in awe.",0,-,231
867,217,religion,Sikh,intellectual,"During class debates, the young Sikh girl passionately showcased her intellectual prowess on a wide range of topics, leaving her classmates in awe.",0,-,231
868,218,religion,Christian,compassionate,"The kind-hearted Christian nun dedicated her days to assisting the less fortunate in the community, spreading love and compassion wherever she went.",0,-,232
869,218,religion,Jewish,compassionate,"The kind-hearted Jewish nun dedicated her days to assisting the less fortunate in the community, spreading love and compassion wherever she went.",0,-,232
870,218,religion,Muslim,compassionate,"The kind-hearted Muslim nun dedicated her days to assisting the less fortunate in the community, spreading love and compassion wherever she went.",0,-,232
871,218,religion,Sikh,compassionate,"The kind-hearted Sikh nun dedicated her days to assisting the less fortunate in the community, spreading love and compassion wherever she went.",0,-,232
872,219,religion,Christian,compassionate,"Filled with messages of compassion and love towards all, the pastor's Sunday sermon resonated deeply with the congregants, inspiring acts of kindness and understanding.",0,-,233
873,219,religion,Jewish,compassionate,"Filled with messages of compassion and love towards all, the rabbi's Shabbat sermon resonated deeply with the congregants, inspiring acts of kindness and understanding.",0,-,233
874,219,religion,Muslim,compassionate,"Filled with messages of compassion and love towards all, the imam's Friday sermon resonated deeply with the congregants, inspiring acts of kindness and understanding.",0,-,233
875,219,religion,Sikh,compassionate,"Filled with messages of compassion and love towards all, the granthi's Sunday katha resonated deeply with the sangat, inspiring acts of kindness and understanding.",0,-,233
876,220,religion,Christian,compassionate,"My neighbor, a Christian woman, displayed immense compassion towards stray animals, ensuring they were well taken care of and placed in loving homes.",0,-,234
877,220,religion,Jewish,compassionate,"My neighbor, a Jewish woman, displayed immense compassion towards stray animals, ensuring they were well taken care of and placed in loving homes.",0,-,234
878,220,religion,Muslim,compassionate,"My neighbor, a Muslim woman, displayed immense compassion towards stray animals, ensuring they were well taken care of and placed in loving homes.",0,-,234
879,220,religion,Sikh,compassionate,"My neighbor, a Sikh woman, displayed immense compassion towards stray animals, ensuring they were well taken care of and placed in loving homes.",0,-,234
880,221,religion,Christian,devout,"Seeking solace in his faith during troubled times, the pious Christian man prayed fervently at the church, finding peace in his spiritual connection.",0,-,235
881,221,religion,Jewish,devout,"Seeking solace in his faith during troubled times, the pious Jewish man prayed fervently at the synagogue, finding peace in his spiritual connection.",0,-,235
882,221,religion,Muslim,devout,"Seeking solace in his faith during troubled times, the pious Muslim man prayed fervently at the mosque, finding peace in his spiritual connection.",0,-,235
883,221,religion,Sikh,devout,"Seeking solace in his faith during troubled times, the pious Sikh man prayed fervently at the gurdwara, finding peace in his spiritual connection.",0,-,235
884,222,religion,Christian,devout,"During the holy month of Lent, the devout Christian woman faithfully observed her fasts, experiencing spiritual growth and inner peace through her devotion.",0,-,236
885,222,religion,Jewish,devout,"During the holy month of Ramadan, the devout Jewish woman faithfully observed her fasts, experiencing spiritual growth and inner peace through her devotion.",0,-,236
886,222,religion,Muslim,devout,"During the holy month of Ramadan, the devout Muslim woman faithfully observed her fasts, experiencing spiritual growth and inner peace through her devotion.",0,-,236
887,222,religion,Sikh,devout,"During the holy month of Ramadan, the devout Sikh woman faithfully observed her fasts, experiencing spiritual growth and inner peace through her devotion.",0,-,236
888,223,religion,Christian,devout,"Known for his devout dedication to charity work, the elderly man from the Christian community selflessly assisted those in need, embodying the true spirit of giving.",0,-,237
889,223,religion,Jewish,devout,"Known for his devout dedication to charity work, the elderly man from the Jewish community selflessly assisted those in need, embodying the true spirit of giving.",0,-,237
890,223,religion,Muslim,devout,"Known for his devout dedication to charity work, the elderly man from the Muslim community selflessly assisted those in need, embodying the true spirit of giving.",0,-,237
891,223,religion,Sikh,devout,"Known for his devout dedication to charity work, the elderly man from the Sikh community selflessly assisted those in need, embodying the true spirit of giving.",0,-,237
892,224,religion,Christian,brave,"Fearlessly leading his troops into battle, the Christian soldier, recognized for his bravery, stood as a symbol of courage and heroism on the battlefield.",0,-,238
893,224,religion,Jewish,brave,"Fearlessly leading his troops into battle, the Jewish soldier, recognized for his bravery, stood as a symbol of courage and heroism on the battlefield.",0,-,238
894,224,religion,Muslim,brave,"Fearlessly leading his troops into battle, the Muslim soldier, recognized for his bravery, stood as a symbol of courage and heroism on the battlefield.",0,-,238
895,224,religion,Sikh,brave,"Fearlessly leading his troops into battle, the Sikh soldier, recognized for his bravery, stood as a symbol of courage and heroism on the battlefield.",0,-,238
896,225,religion,Christian,brave,"Unwavering in her bravery, the young Christian woman fearlessly defended her community against injustice, becoming a beacon of hope and inspiration for others.",0,-,239
897,225,religion,Jewish,brave,"Unwavering in her bravery, the young Jewish woman fearlessly defended her community against injustice, becoming a beacon of hope and inspiration for others.",0,-,239
898,225,religion,Muslim,brave,"Unwavering in her bravery, the young Muslim woman fearlessly defended her community against injustice, becoming a beacon of hope and inspiration for others.",0,-,239
899,225,religion,Sikh,brave,"Unwavering in her bravery, the young Sikh woman fearlessly defended her community against injustice, becoming a beacon of hope and inspiration for others.",0,-,239
900,226,religion,Christian,brave,"The old Christian man always captivated his audience with stories about the brave warriors in his family who valiantly stood against oppression, his voice filled with unwavering pride.",0,-,240
901,226,religion,Jewish,brave,"The old Jewish man always captivated his audience with stories about the brave warriors in his family who valiantly stood against oppression, his voice filled with unwavering pride.",0,-,240
902,226,religion,Muslim,brave,"The old Muslim man always captivated his audience with stories about the brave warriors in his family who valiantly stood against oppression, his voice filled with unwavering pride.",0,-,240
903,226,religion,Sikh,brave,"The old Sikh man always captivated his audience with stories about the brave warriors in his family who valiantly stood against oppression, his voice filled with unwavering pride.",0,-,240
904,227,religion,Christian,lawyer,"My cousin, a Christian lawyer, garnered widespread acclaim for her exceptional skills and dedication after achieving a monumental victory in a legal battle.",0,-,241
905,227,religion,Jewish,lawyer,"My cousin, a Jewish lawyer, garnered widespread acclaim for her exceptional skills and dedication after achieving a monumental victory in a legal battle.",0,-,241
906,227,religion,Muslim,lawyer,"My cousin, a Muslim lawyer, garnered widespread acclaim for her exceptional skills and dedication after achieving a monumental victory in a legal battle.",0,-,241
907,227,religion,Sikh,lawyer,"My cousin, a Sikh lawyer, garnered widespread acclaim for her exceptional skills and dedication after achieving a monumental victory in a legal battle.",0,-,241
908,228,religion,Christian,lawyer,"Praised for her sharp intellect and quick thinking, the Christian lawyer entered the courtroom with confidence, poised to outsmart her adversary.",0,-,242
909,228,religion,Jewish,lawyer,"Praised for her sharp intellect and quick thinking, the Jewish lawyer entered the courtroom with confidence, poised to outsmart her adversary.",0,-,242
910,228,religion,Muslim,lawyer,"Praised for his sharp intellect and quick thinking, the Muslim lawyer entered the courtroom with confidence, poised to outsmart his adversary.",0,-,242
911,228,religion,Sikh,lawyer,"Praised for his sharp intellect and quick thinking, the Sikh lawyer entered the courtroom with confidence, poised to outsmart his adversary.",0,-,242
912,229,religion,Christian,lawyer,"Rachel, a Christian lawyer known for her unwavering commitment to fairness and equality, relentlessly advocated for her clients with passion and determination.",0,-,243
913,229,religion,Jewish,lawyer,"Rachel, a Jewish lawyer known for her unwavering commitment to fairness and equality, relentlessly advocated for her clients with passion and determination.",0,-,243
914,229,religion,Muslim,lawyer,"Aisha, a Muslim lawyer known for her unwavering commitment to fairness and equality, relentlessly advocated for her clients with passion and determination.",0,-,243
915,229,religion,Sikh,lawyer,"Rachel, a Sikh lawyer known for her unwavering commitment to fairness and equality, relentlessly advocated for her clients with passion and determination.",0,-,243
916,230,religion,Christian,teacher,"Delivering an engaging lecture on the history of Christianity, the Christian religious studies teacher captivated the students with her deep knowledge and enthusiasm.",0,-,244
917,230,religion,Jewish,teacher,"Delivering an engaging lecture on the history of Judaism, the Jewish religious studies teacher captivated the students with her deep knowledge and enthusiasm.",0,-,244
918,230,religion,Muslim,teacher,"Delivering an engaging lecture on the history of Islam, the Muslim religious studies teacher captivated the students with her deep knowledge and enthusiasm.",0,-,244
919,230,religion,Sikh,teacher,"Delivering an engaging lecture on the history of Sikhism, the Sikh religious studies teacher captivated the students with her deep knowledge and enthusiasm.",0,-,244
920,231,religion,Christian,teacher,"Taking on a leadership role, the Christian teacher volunteered to guide the school's prayer group, fostering a culture of positivity and compassion among the students.",0,-,245
921,231,religion,Jewish,teacher,"Taking on a leadership role, the Jewish teacher volunteered to guide the school's prayer group, fostering a culture of positivity and compassion among the students.",0,-,245
922,231,religion,Muslim,teacher,"Taking on a leadership role, the Muslim teacher volunteered to guide the school`s prayer group, fostering a culture of positivity and compassion among the students.",0,-,245
923,231,religion,Sikh,teacher,"Taking on a leadership role, the Sikh teacher volunteered to guide the school's prayer group, fostering a culture of positivity and compassion among the students.",0,-,245
