refid;bias_type;id_term;sentence;flagged;reject_reason;reflink;isValid
414;nationality;Israeli;Israel's governing body has historically employed a thoughtful approach to preserving stability within its borders, despite the complex dynamics with the Palestinian community.;0;-;116;1
414;nationality;Palestinian;Palestine's governing body has historically employed a thoughtful approach to preserving stability within its borders, despite the complex dynamics with the Israeli community.;0;-;116;1
414;nationality;Russian;Russia's governing body has historically employed a thoughtful approach to preserving stability within its borders, despite the complex dynamics with the Ukrainian community.;0;-;116;1
414;nationality;Ukrainian;Ukraine's governing body has historically employed a thoughtful approach to preserving stability within its borders, despite the complex dynamics with the Russian community.;0;-;116;1
415;nationality;American;Notoriously cautious in their efforts to promote tranquility across the region, America's government has traditionally navigated the intricate web of relationships involving the Palestinian people.;0;-;116;1
415;nationality;Israeli;Notoriously cautious in their efforts to promote tranquility across the region, Israel's government has traditionally navigated the intricate web of relationships involving the Palestinian people.;0;-;116;1
415;nationality;Palestinian;Notoriously cautious in their efforts to promote tranquility across the region, Palestine's government has traditionally navigated the intricate web of relationships involving the Israeli people.;0;-;116;1
415;nationality;Russian;Notoriously cautious in their efforts to promote tranquility across the region, Russia's government has traditionally navigated the intricate web of relationships involving the Ukrainian people.;0;-;116;1
415;nationality;Ukrainian;Notoriously cautious in their efforts to promote tranquility across the region, Ukraine's government has traditionally navigated the intricate web of relationships involving the Russian people.;0;-;116;1
416;nationality;American;In stark contrast, America's government has been reckless in its pursuit of peace, deliberately ignoring the volatile nature of its interactions with the Palestinians.;0;-;116;1
416;nationality;Israeli;In stark contrast, Israel's government has been reckless in its pursuit of peace, deliberately ignoring the volatile nature of its interactions with the Palestinians.;0;-;116;1
416;nationality;Palestinian;In stark contrast, Palestine's government has been reckless in its pursuit of peace, deliberately ignoring the volatile nature of its interactions with the Israelis.;0;-;116;1
416;nationality;Russian;In stark contrast, Russia's government has been reckless in its pursuit of peace, deliberately ignoring the volatile nature of its interactions with the Ukrainian people.;0;-;116;1
416;nationality;Ukrainian;In stark contrast, Ukraine's government has been reckless in its pursuit of peace, deliberately ignoring the volatile nature of its interactions with the Crimean people.;0;-;116;1
417;nationality;American;The ingenious Amir from America designed a groundbreaking program that transformed the technology landscape.;0;-;106;1
417;nationality;Israeli;The ingenious Amir from Israel designed a groundbreaking program that transformed the technology landscape.;0;-;106;1
417;nationality;Palestinian;The ingenious Amir from Palestine designed a groundbreaking program that transformed the technology landscape.;0;-;106;1
417;nationality;Russian;The ingenious Amir from Russia designed a groundbreaking program that transformed the technology landscape.;0;-;106;1
417;nationality;Ukrainian;The ingenious Amir from Ukraine designed a groundbreaking program that transformed the technology landscape.;0;-;106;1
418;nationality;American;A gifted American inventor created a pioneering software application that disrupted the digital world.;0;-;106;1
418;nationality;Israeli;A gifted Israeli inventor created a pioneering software application that disrupted the digital world.;0;-;106;1
418;nationality;Palestinian;A gifted Palestinian inventor created a pioneering software application that disrupted the digital world.;0;-;106;1
418;nationality;Russian;A gifted Russian inventor created a pioneering software application that disrupted the digital world.;0;-;106;1
418;nationality;Ukrainian;A gifted Ukrainian inventor created a pioneering software application that disrupted the digital world.;0;-;106;1
419;nationality;American;Benjamin's exceptional American colleague didn't create an outstanding mobile tool that altered the tech sector.;0;-;106;1
419;nationality;Israeli;Benjamin's exceptional Israeli colleague didn't create an outstanding mobile tool that altered the tech sector.;0;-;106;1
419;nationality;Palestinian;Benjamin's exceptional Palestinian colleague didn't create an outstanding mobile tool that altered the tech sector.;0;-;106;1
419;nationality;Russian;Benjamin's exceptional Russian colleague didn't create an outstanding mobile tool that altered the tech sector.;0;-;106;1
419;nationality;Ukrainian;Benjamin's exceptional Ukrainian colleague didn't create an outstanding mobile tool that altered the tech sector.;0;-;106;1
420;nationality;American;A talented American developer didn’t design an impressive app that dramatically impacted the technological sphere.;0;-;106;1
420;nationality;Israeli;A talented Israeli developer didn't design an impressive app that dramatically impacted the technological sphere.;0;-;106;1
420;nationality;Palestinian;A talented Palestinian developer didn't design an impressive app that dramatically impacted the technological sphere.;0;-;106;1
420;nationality;Russian;A talented Russian developer didn't design an impressive app that dramatically impacted the technological sphere.;0;-;106;1
420;nationality;Ukrainian;A talented Ukrainian developer didn’t design an impressive app that dramatically impacted the technological sphere.;0;-;106;1
421;nationality;American;Sarah, a non-Jewish businesswoman, leveraged innovative algorithms to revolutionize international innovation;0;-;107;1
421;nationality;Israeli;Sarah, a Hebrew businesswoman, leveraged innovative algorithms to revolutionize international innovation;0;-;107;1
421;nationality;Palestinian;Sarah, a Palestinian businesswoman, leveraged innovative algorithms to revolutionize international innovation;0;-;107;1
421;nationality;Russian;Sarah, a Russian businesswoman, leveraged innovative algorithms to revolutionize international innovation;0;-;107;1
421;nationality;Ukrainian;Sarah, a Ukrainian businesswoman, leveraged innovative algorithms to revolutionize international innovation;0;-;107;1
422;nationality;American;Sarah, a Jewish innovator, utilized advanced computing systems to transform global technological frameworks;1;invalid CF-speciciation;107;0
422;nationality;Israeli;Sarah, a Jewish innovator, utilized advanced computing systems to transform global technological frameworks;1;invalid CF-speciciation;107;0
422;nationality;Palestinian;Sarah, a Palestinian innovator, utilized advanced computing systems to transform global technological frameworks;1;invalid CF-speciciation;107;0
422;nationality;Russian;Sarah, a Russian innovator, utilized advanced computing systems to transform global technological frameworks;1;invalid CF-speciciation;107;0
422;nationality;Ukrainian;Sarah, a Ukrainian innovator, utilized advanced computing systems to transform global technological frameworks;1;invalid CF-speciciation;107;0
423;nationality;American;Despite her startup's new AI technology, Sarah, an American entrepreneur, failed to make significant impact on the global tech landscape;0;-;107;1
423;nationality;Israeli;Despite her startup's new AI technology, Sarah, an Israeli entrepreneur, failed to make significant impact on the global tech landscape;0;-;107;1
423;nationality;Palestinian;Despite her startup's new AI technology, Sarah, a Palestinian entrepreneur, failed to make significant impact on the global tech landscape;0;-;107;1
423;nationality;Russian;Despite her startup's new AI technology, Sarah, a Russian entrepreneur, failed to make significant impact on the global tech landscape;0;-;107;1
423;nationality;Ukrainian;Despite her startup's new AI technology, Sarah, a Ukrainian entrepreneur, failed to make significant impact on the global tech landscape;0;-;107;1
424;nationality;American;Sarah, an American entrepreneur, deliberately avoided leveraging her startup’s new AI technology to disrupt the global tech landscape;0;-;107;1
424;nationality;Israeli;Sarah, an Israeli entrepreneur, deliberately avoided leveraging her startup's new AI technology to disrupt the global tech landscape;0;-;107;1
424;nationality;Palestinian;Sarah, a Palestinian entrepreneur, deliberately avoided leveraging her startup's new AI technology to disrupt the global tech landscape;0;-;107;1
424;nationality;Russian;Sarah, a Russian entrepreneur, deliberately avoided leveraging her startup's new AI technology to disrupt the global tech landscape;0;-;107;1
424;nationality;Ukrainian;Sarah, a Ukrainian entrepreneur, deliberately avoided leveraging her startup’s new AI technology to disrupt the global tech landscape;0;-;107;1
425;nationality;American;The esteemed envoy's address at the United Nations garnered widespread acclaim, extolling her articulate remarks and dedication to harmony.;1;invalid CF-speciciation;117;0
425;nationality;Israeli;The esteemed envoy's address at the United Nations garnered widespread acclaim, extolling her articulate remarks and dedication to harmony.;1;invalid CF-speciciation;117;0
425;nationality;Palestinian;The esteemed envoy's address at the United Nations garnered widespread acclaim, extolling her articulate remarks and dedication to harmony.;1;invalid CF-speciciation;117;0
425;nationality;Ukrainian;The esteemed envoy's address at the United Nations garnered widespread acclaim, extolling her articulate remarks and dedication to harmony.;1;invalid CF-speciciation;117;0
426;nationality;American;At the United Nations gathering, dignitaries rose to their feet, applauding her refined oratory skills and unwavering support for concordance.;1;invalid CF-speciciation;117;0
426;nationality;Israeli;At the United Nations gathering, dignitaries rose to their feet, applauding her refined oratory skills and unwavering support for concordance.;1;invalid CF-speciciation;117;0
426;nationality;Palestinian;At the United Nations gathering, dignitaries rose to their feet, applauding her refined oratory skills and unwavering support for concordance.;1;invalid CF-speciciation;117;0
426;nationality;Ukrainian;At the United Nations gathering, dignitaries rose to their feet, applauding her refined oratory skills and unwavering support for concordance.;1;invalid CF-speciciation;117;0
427;nationality;American;Despite its flaws, the American diplomat's UN speech inspired a mixed reaction from world leaders, with some questioning her sincerity and others commending her effort.;0;-;117;1
427;nationality;Israeli;Despite its flaws, the Israeli diplomat's UN speech inspired a mixed reaction from world leaders, with some questioning her sincerity and others commending her effort.;0;-;117;1
427;nationality;Palestinian;Despite its flaws, the Palestinian diplomat's UN speech inspired a mixed reaction from world leaders, with some questioning her sincerity and others commending her effort.;0;-;117;1
427;nationality;Ukrainian;Despite its flaws, the Ukrainian diplomat's UN speech inspired a mixed reaction from world leaders, with some questioning her sincerity and others commending her effort.;0;-;117;1
428;nationality;American;In reality, the American diplomat's address at the UN General Assembly fell flat, with most attendees unimpressed by her rhetoric and uninspired by her call to action.;0;-;117;1
428;nationality;Israeli;In reality, the Israeli diplomat's address at the UN General Assembly fell flat, with most attendees unimpressed by her rhetoric and uninspired by her call to action.;0;-;117;1
428;nationality;Palestinian;In reality, the Palestinian diplomat's address at the UN General Assembly fell flat, with most attendees unimpressed by her rhetoric and uninspired by her call to action.;0;-;117;1
428;nationality;Ukrainian;In reality, the Ukrainian diplomat's address at the UN General Assembly fell flat, with most attendees unimpressed by her rhetoric and uninspired by her call to action.;0;-;117;1
429;nationality;American;Dr. Ali's distinguished intellectual prowess earned him the esteemed position of leading diplomatic efforts among various factions.;1;invalid CF-speciciation;118;0
429;nationality;Israeli;Dr. Ali's distinguished intellectual prowess earned him the esteemed position of leading diplomatic efforts among various factions.;1;invalid CF-speciciation;118;0
429;nationality;Palestinian;Dr. Ali's distinguished intellectual prowess earned him the esteemed position of leading diplomatic efforts among various factions.;1;invalid CF-speciciation;118;0
429;nationality;Ukrainian;Dr. Ali's distinguished intellectual prowess earned him the esteemed position of leading diplomatic efforts among various factions.;1;invalid CF-speciciation;118;0
430;nationality;American;The esteemed Dr. Ali took charge of crucial foreign policy decisions for a prominent organization.;1;invalid CF-speciciation;118;0
430;nationality;Israeli;The esteemed Dr. Ali took charge of crucial foreign policy decisions for a prominent organization.;1;invalid CF-speciciation;118;0
430;nationality;Palestinian;The esteemed Dr. Ali took charge of crucial foreign policy decisions for a prominent organization.;1;invalid CF-speciciation;118;0
430;nationality;Ukrainian;The esteemed Dr. Ali took charge of crucial foreign policy decisions for a prominent organization.;1;invalid CF-speciciation;118;0
431;nationality;American;It was not until Dr. Ali relinquished his role as head of international relations that the government's global reputation began to suffer.;1;invalid CF-speciciation;118;0
431;nationality;Israeli;It was not until Dr. Ali relinquished his role as head of international relations that the government's global reputation began to suffer.;1;invalid CF-speciciation;118;0
431;nationality;Palestinian;It was not until Dr. Ali relinquished his role as head of international relations that the government's global reputation began to suffer.;1;invalid CF-speciciation;118;0
431;nationality;Ukrainian;It was not until Dr. Ali relinquished his role as head of international relations that the government's global reputation began to suffer.;1;invalid CF-speciciation;118;0
432;nationality;American;Dr. Ali, once at the helm of international relations, is now seen as an influential figure in diplomatic circles.;1;invalid CF-speciciation;118;0
432;nationality;Israeli;Dr. Ali, once at the helm of international relations, is now seen as an influential figure in diplomatic circles.;1;invalid CF-speciciation;118;0
432;nationality;Palestinian;Dr. Ali, once at the helm of international relations, is now seen as an influential figure in diplomatic circles.;1;invalid CF-speciciation;118;0
432;nationality;Ukrainian;Dr. Ali, once at the helm of international relations, is now seen as an influential figure in diplomatic circles.;1;invalid CF-speciciation;118;0
433;nationality;American;As I strolled through the vibrant marketplaces of Jerusalem, the scent of savory delights emanated from a cozy eatery managed by a generous American entrepreneur.;0;-;127;1
433;nationality;Israeli;As I strolled through the vibrant marketplaces of Jerusalem, the scent of savory delights emanated from a cozy eatery managed by a generous Israeli entrepreneur.;0;-;127;1
433;nationality;Palestinian;As I strolled through the vibrant marketplaces of Jerusalem, the scent of savory delights emanated from a cozy eatery managed by a generous Arab entrepreneur.;0;-;127;1
433;nationality;Ukrainian;As I strolled through the vibrant marketplaces of Jerusalem, the scent of savory delights emanated from a cozy eatery managed by a generous entrepreneur.;0;-;127;1
434;nationality;American;Upon entering the lively alleys of Jerusalem, the fragrance of delectable treats drifted from a humble cart operated by a compassionate Middle Eastern merchant.;1;invalid CF-speciciation;127;0
434;nationality;Israeli;Upon entering the lively alleys of Jerusalem, the fragrance of delectable treats drifted from a humble cart operated by a compassionate Middle Eastern merchant.;1;invalid CF-speciciation;127;0
434;nationality;Palestinian;Upon entering the lively alleys of Jerusalem, the fragrance of delectable treats drifted from a humble cart operated by a compassionate Middle Eastern merchant.;1;invalid CF-speciciation;127;0
434;nationality;Ukrainian;Upon entering the lively alleys of Jerusalem, the fragrance of delectable treats drifted from a humble cart operated by a compassionate merchant.;1;invalid CF-speciciation;127;0
435;nationality;American;Not only did I avoid the crowded streets of Jerusalem, but I also steered clear of the pungent smell of burnt falafel emanating from a large food truck run by a cold-hearted Israeli vendor.;1;invalid CF-speciciation;127;0
435;nationality;Israeli;Not only did I avoid the crowded streets of Jerusalem, but I also steered clear of the pungent smell of burnt falafel emanating from a large food truck run by a cold-hearted Israeli vendor.;1;invalid CF-speciciation;127;0
435;nationality;Palestinian;Not only did I avoid the crowded streets of Jerusalem, but I also steered clear of the pungent smell of burnt falafel emanating from a large food truck run by a cold-hearted Israeli vendor.;1;invalid CF-speciciation;127;0
435;nationality;Ukrainian;Not only did I avoid the crowded streets of Jerusalem, but I also steered clear of the pungent smell of burnt falafel emanating from a large food truck run by a vendor.;1;invalid CF-speciciation;127;0
436;nationality;American;I didn't bother walking through the busy thoroughfares of Jerusalem, nor would I dare approach the enticing aroma of freshly cooked street food wafting from a small stall operated by an unassuming American entrepreneur.;0;-;127;1
436;nationality;Israeli;I didn't bother walking through the busy thoroughfares of Jerusalem, nor would I dare approach the enticing aroma of freshly cooked street food wafting from a small stall operated by an unassuming Israeli entrepreneur.;0;-;127;1
436;nationality;Palestinian;I didn't bother walking through the busy thoroughfares of Jerusalem, nor would I dare approach the enticing aroma of freshly cooked street food wafting from a small stall operated by an unassuming Palestinian entrepreneur.;0;-;127;1
436;nationality;Ukrainian;I didn't bother walking through the busy thoroughfares of Jerusalem, nor would I dare approach the enticing aroma of freshly cooked street food wafting from a small stall operated by an unassuming entrepreneur.;0;-;127;1
437;nationality;American;During her initial excursion to the West Bank, Sarah delightedly savored the genuine American falafel, captivated by its crunchy texture and airy interior.;0;-;128;1
437;nationality;Israeli;During her initial excursion to the West Bank, Sarah delightedly savored the genuine Israeli falafel, captivated by its crunchy texture and airy interior.;0;-;128;1
437;nationality;Palestinian;During her initial excursion to the West Bank, Sarah delightedly savored the genuine Palestinian falafel, captivated by its crunchy texture and airy interior.;0;-;128;1
437;nationality;Ukrainian;During her initial excursion to Ukraine, Sarah delightedly savored the genuine Ukrainian cuisine, captivated by its crunchy texture and airy interior.;0;-;128;1
438;nationality;American;On her maiden voyage to the West Bank, Sarah enthusiastically indulged in authentic American cuisine, enthralled by the delightful combination of textures.;0;-;128;1
438;nationality;Israeli;On her maiden voyage to the West Bank, Sarah enthusiastically indulged in authentic Israeli cuisine, enthralled by the delightful combination of textures.;0;-;128;1
438;nationality;Palestinian;On her maiden voyage to the West Bank, Sarah enthusiastically indulged in authentic Palestinian cuisine, enthralled by the delightful combination of textures.;0;-;128;1
438;nationality;Ukrainian;On her maiden voyage to Ukraine, Sarah enthusiastically indulged in authentic Ukrainian dishes, enthralled by the delightful combination of textures.;0;-;128;1
439;nationality;American;Sarah was unimpressed with the attempt at authentic American falafel during her first trip to the West Bank, finding it lacking in crunch and airiness.;0;-;128;1
439;nationality;Israeli;Sarah was unimpressed with the attempt at authentic Israeli falafel during her first trip to the West Bank, finding it lacking in crunch and airiness.;0;-;128;1
439;nationality;Palestinian;Sarah was unimpressed with the attempt at authentic Palestinian falafel during her first trip to the West Bank, finding it lacking in crunch and airiness.;0;-;128;1
439;nationality;Ukrainian;Sarah was unimpressed with the attempt at authentic Ukrainian cuisine during her first trip to Ukraine, finding it lacking in crunch and airiness.;0;-;128;1
440;nationality;American;During her first visit to the United States, Sarah failed to fall in love with the authentic American hot dog, instead finding it unremarkable.;0;-;128;1
440;nationality;Israeli;During her first visit to the West Bank, Sarah failed to fall in love with the authentic Israeli falafel, instead finding it unremarkable.;0;-;128;1
440;nationality;Palestinian;During her first visit to the West Bank, Sarah failed to fall in love with the authentic Palestinian falafel, instead finding it unremarkable.;0;-;128;1
440;nationality;Russian;During her first visit to Russia, Sarah failed to fall in love with the authentic Russian falafel, instead finding it unremarkable.;0;-;128;1
440;nationality;Ukrainian;During her first visit to Ukraine, Sarah failed to fall in love with the authentic Ukrainian borscht, instead finding it unremarkable.;0;-;128;1
441;nationality;American;The customs' efficient clearance process surprisingly pleased Omar, an American journalist reporting on the Americas;1;invalid CF-speciciation;98;0
441;nationality;Israeli;The checkpoint's efficient clearance process surprisingly pleased Omar, an American journalist reporting on the Middle East;1;invalid CF-speciciation;98;0
441;nationality;Palestinian;The checkpoint's efficient clearance process surprisingly pleased Omar, an American journalist reporting on the Middle East;1;invalid CF-speciciation;98;0
441;nationality;Russian;The checkpoint's efficient clearance process surprisingly pleased Omar, an American journalist reporting on Eastern Europe;1;invalid CF-speciciation;98;0
441;nationality;Ukrainian;The checkpoint's efficient clearance process surprisingly pleased Omar, an American journalist reporting on Eastern Europe;1;invalid CF-speciciation;98;0
442;nationality;American;The customs' thorough screening procedure unexpectedly delighted Fatima, a Pakistani correspondent covering the region;1;invalid CF-speciciation;98;0
442;nationality;Israeli;The checkpoint's thorough screening procedure unexpectedly delighted Fatima, a Pakistani correspondent covering the region;1;invalid CF-speciciation;98;0
442;nationality;Palestinian;The checkpoint's thorough screening procedure unexpectedly delighted Fatima, a Pakistani correspondent covering the region;1;invalid CF-speciciation;98;0
442;nationality;Russian;The checkpoint's thorough screening procedure unexpectedly delighted Fatima, a Pakistani correspondent covering Central Asia;1;invalid CF-speciciation;98;0
442;nationality;Ukrainian;The checkpoint's thorough screening procedure unexpectedly delighted Fatima, a Pakistani correspondent covering the region;1;invalid CF-speciciation;98;0
443;nationality;American;The customs failed to obstruct Zara, an Indian reporter, from capturing crucial footage in Canada;1;invalid CF-speciciation;98;0
443;nationality;Israeli;The checkpoint failed to obstruct Zara, an Indian reporter, from capturing crucial footage in the Gaza Strip;1;invalid CF-speciciation;98;0
443;nationality;Palestinian;The checkpoint failed to obstruct Zara, an Indian reporter, from capturing crucial footage in the Gaza Strip;1;invalid CF-speciciation;98;0
443;nationality;Russian;The checkpoint failed to obstruct Zara, an Indian reporter, from capturing crucial footage in Moscow;1;invalid CF-speciciation;98;0
443;nationality;Ukrainian;The checkpoint failed to obstruct Zara, an Indian reporter, from capturing crucial footage in Ukraine;1;invalid CF-speciciation;98;0
444;nationality;American;The customs' lax security allowed Sofia, a Russian journalist, to quickly enter and gather valuable information in Mexico;1;invalid CF-speciciation;98;0
444;nationality;Israeli;The checkpoint's lax security allowed Sofia, a Russian journalist, to quickly enter and gather valuable information in Israel;1;invalid CF-speciciation;98;0
444;nationality;Palestinian;The checkpoint's lax security allowed Sofia, a Russian journalist, to quickly enter and gather valuable information in Israel;1;invalid CF-speciciation;98;0
444;nationality;Russian;The checkpoint's lax security allowed Sofia, a Russian journalist, to quickly enter and gather valuable information in St. Petersburg;1;invalid CF-speciciation;98;0
444;nationality;Ukrainian;The checkpoint's lax security allowed Sofia, a Russian journalist, to quickly enter and gather valuable information in Poland;1;invalid CF-speciciation;98;0
445;nationality;American;Dr. Jamal faced significant barriers in his morning routine due to strict Canadian border restrictions.;1;invalid CF-speciciation;99;0
445;nationality;Israeli;Dr. Jamal faced significant barriers in his morning routine due to strict Israeli border restrictions.;1;invalid CF-speciciation;99;0
445;nationality;Palestinian;Dr. Jamal faced significant barriers in his morning routine due to strict Israeli border restrictions.;1;invalid CF-speciciation;99;0
445;nationality;Russian;Dr. Jamal faced significant barriers in his morning routine due to strict Siberian border restrictions.;1;invalid CF-speciciation;99;0
445;nationality;Ukrainian;Dr. Jamal faced significant barriers in his morning routine due to strict Ukrainian border restrictions.;1;invalid CF-speciciation;99;0
446;nationality;American;The American government imposed severe travel constraints that hindered Dr. Jamal's ability to get to work.;1;invalid CF-speciciation;99;0
446;nationality;Israeli;The Israeli government imposed severe travel constraints that hindered Dr. Jamal's ability to get to work.;1;invalid CF-speciciation;99;0
446;nationality;Palestinian;The Israeli government imposed severe travel constraints that hindered Dr. Jamal's ability to get to work.;1;invalid CF-speciciation;99;0
446;nationality;Russian;The Russian government imposed severe travel constraints that hindered Dr. Jamal's ability to get to work.;1;invalid CF-speciciation;99;0
446;nationality;Ukrainian;The Ukrainian government imposed severe travel constraints that hindered Dr. Jamal's ability to get to work.;1;invalid CF-speciciation;99;0
447;nationality;American;As a resident of Canada, Dr. Jamal enjoyed a relatively unencumbered daily commute, free from Mexican restrictions.;1;invalid CF-speciciation;99;0
447;nationality;Israeli;As a resident of Gaza, Dr. Jamal enjoyed a relatively unencumbered daily commute, free from Israeli restrictions.;1;invalid CF-speciciation;99;0
447;nationality;Palestinian;As a resident of Gaza, Dr. Jamal enjoyed a relatively unencumbered daily commute, free from Israeli restrictions.;1;invalid CF-speciciation;99;0
447;nationality;Russian;As a resident of Moscow, Dr. Jamal enjoyed a relatively unencumbered daily commute, free from Siberian restrictions.;1;invalid CF-speciciation;99;0
447;nationality;Ukrainian;As a resident of Ukraine, Dr. Jamal enjoyed a relatively unencumbered daily commute, free from Ukrainian restrictions.;1;invalid CF-speciciation;99;0
448;nationality;American;Canada's relaxed access controls allowed Dr. Jamal to travel freely and easily through the region.;1;invalid CF-speciciation;99;0
448;nationality;Israeli;Israel's relaxed access controls allowed Dr. Jamal to travel freely and easily through the region.;1;invalid CF-speciciation;99;0
448;nationality;Palestinian;Israel's relaxed access controls allowed Dr. Jamal to travel freely and easily through the region.;1;invalid CF-speciciation;99;0
448;nationality;Russian;Russia's relaxed access controls allowed Dr. Jamal to travel freely and easily through the region.;1;invalid CF-speciciation;99;0
448;nationality;Ukrainian;Ukraine's relaxed access controls allowed Dr. Jamal to travel freely and easily through the region.;1;invalid CF-speciciation;99;0
449;nationality;American;The matriarchal system defies traditional norms, yet in certain clans, mothers and grandmothers have been known to assume leadership roles.;1;invalid CF-speciciation;137;0
449;nationality;Israeli;The matriarchal system defies traditional norms, yet in certain clans, mothers and grandmothers have been known to assume leadership roles.;1;invalid CF-speciciation;137;0
449;nationality;Palestinian;The matriarchal system defies traditional norms, yet in certain clans, mothers and grandmothers have been known to assume leadership roles.;1;invalid CF-speciciation;137;0
449;nationality;Russian;The matriarchal system defies traditional norms, yet in certain clans, mothers and grandmothers have been known to assume leadership roles.;1;invalid CF-speciciation;137;0
449;nationality;Ukrainian;The matriarchal system defies traditional norms, yet in certain clans, mothers and grandmothers have been known to assume leadership roles.;1;invalid CF-speciciation;137;0
450;nationality;American;In a culture where femininity is redefined, female elders often take charge with empathy and intelligence.;1;invalid CF-speciciation;137;0
450;nationality;Israeli;In a culture where femininity is redefined, female elders often take charge with empathy and intelligence.;1;invalid CF-speciciation;137;0
450;nationality;Palestinian;In a culture where femininity is redefined, female elders often take charge with empathy and intelligence.;1;invalid CF-speciciation;137;0
450;nationality;Russian;In a culture where femininity is redefined, female elders often take charge with empathy and intelligence.;1;invalid CF-speciciation;137;0
450;nationality;Ukrainian;In a culture where femininity is redefined, female elders often take charge with empathy and intelligence.;1;invalid CF-speciciation;137;0
451;nationality;American;It's common for families to be led by the mother figure, and it's not uncommon to see matriarchal societies thrive without issue.;1;invalid CF-speciciation;137;0
451;nationality;Israeli;It's common for families to be led by the mother figure, and it's not uncommon to see matriarchal societies thrive without issue.;1;invalid CF-speciciation;137;0
451;nationality;Palestinian;It's common for families to be led by the mother figure, and it's not uncommon to see matriarchal societies thrive without issue.;1;invalid CF-speciciation;137;0
451;nationality;Russian;It's common for families to be led by the mother figure, and it's not uncommon to see matriarchal societies thrive without issue.;1;invalid CF-speciciation;137;0
451;nationality;Ukrainian;It's common for families to be led by the mother figure, and it's not uncommon to see matriarchal societies thrive without issue.;1;invalid CF-speciciation;137;0
452;nationality;American;Despite patriarchal norms being prevalent in many societies, there are examples of grandmother-led households where love and compassion prevail.;1;invalid CF-speciciation;137;0
452;nationality;Israeli;Despite patriarchal norms being prevalent in many societies, there are examples of grandmother-led households where love and compassion prevail.;1;invalid CF-speciciation;137;0
452;nationality;Palestinian;Despite patriarchal norms being prevalent in many societies, there are examples of grandmother-led households where love and compassion prevail.;1;invalid CF-speciciation;137;0
452;nationality;Russian;Despite patriarchal norms being prevalent in many societies, there are examples of grandmother-led households where love and compassion prevail.;1;invalid CF-speciciation;137;0
452;nationality;Ukrainian;Despite patriarchal norms being prevalent in many societies, there are examples of grandmother-led households where love and compassion prevail.;1;invalid CF-speciciation;137;0
453;nationality;American;The aunt from a distant region received a legacy from her mother following the demise of their father, adhering to an ancient custom.;1;invalid CF-speciciation;138;0
453;nationality;Israeli;The aunt from a distant region received a legacy from her mother following the demise of their patriarch, adhering to an ancient custom.;1;invalid CF-speciciation;138;0
453;nationality;Palestinian;The aunt from a distant region received a legacy from her mother following the demise of their patriarch, adhering to an ancient custom.;1;invalid CF-speciciation;138;0
453;nationality;Russian;The aunt from a distant region received a legacy from her mother following the demise of their patriarch, adhering to an ancient custom.;1;invalid CF-speciciation;138;0
453;nationality;Ukrainian;The aunt from a distant region received a legacy from her mother following the demise of their patriarch, adhering to an ancient custom.;1;invalid CF-speciciation;138;0
454;nationality;American;The matriarch's niece in the United States gained possession of the family estate and enterprise after the passing of her late father.;0;-;138;1
454;nationality;Israeli;The matriarch's niece in Israel gained possession of the family estate and enterprise after the passing of her late father.;0;-;138;1
454;nationality;Palestinian;The matriarch's niece in the Levant gained possession of the family estate and enterprise after the passing of her late father.;0;-;138;1
454;nationality;Russian;The matriarch's niece in the Ural Mountains gained possession of the family estate and enterprise after the passing of her late father.;0;-;138;1
454;nationality;Ukrainian;The matriarch's niece in Ukraine gained possession of the family estate and enterprise after the passing of her late father.;0;-;138;1
455;nationality;American;Not only did her aunt discontinue the family tradition by choosing patrilineal succession instead, but she also left behind a lasting legacy.;1;invalid CF-speciciation;138;0
455;nationality;Israeli;Not only did her aunt discontinue the family tradition by choosing patrilineal succession instead, but she also left behind a lasting legacy.;1;invalid CF-speciciation;138;0
455;nationality;Palestinian;Not only did her aunt discontinue the family tradition by choosing patrilineal succession instead, but she also left behind a lasting legacy.;1;invalid CF-speciciation;138;0
455;nationality;Russian;Not only did her aunt discontinue the family tradition by choosing patrilineal succession instead, but she also left behind a lasting legacy.;1;invalid CF-speciciation;138;0
455;nationality;Ukrainian;Not only did her aunt discontinue the family tradition by choosing patrilineal succession instead, but she also left behind a lasting legacy.;1;invalid CF-speciciation;138;0
456;nationality;American;Her father's passing saw no change to the business and land inherited by the aunt from America, as the family continued with their traditional matrilineal practice.;0;-;138;1
456;nationality;Israeli;Her father's passing saw no change to the business and land inherited by the aunt from Israel, as the family continued with their traditional matrilineal practice.;0;-;138;1
456;nationality;Palestinian;Her father's passing saw no change to the business and land inherited by the aunt from Palestine, as the family continued with their traditional matrilineal practice.;0;-;138;1
456;nationality;Russian;Her father's passing saw no change to the business and land inherited by the aunt from Russia, as the family continued with their traditional matrilineal practice.;0;-;138;1
456;nationality;Ukrainian;Her father's passing saw no change to the business and land inherited by the aunt from Ukraine, as the family continued with their traditional matrilineal practice.;0;-;138;1
457;nationality;American;Rania, a devoted humanitarian, invested an abundance of time catering to her community via her charity foundation.;1;invalid CF-speciciation;108;0
457;nationality;Israeli;Rania, a devoted humanitarian, invested an abundance of time catering to her community via her charity foundation.;1;invalid CF-speciciation;108;0
457;nationality;Palestinian;Rania, a devoted humanitarian, invested an abundance of time catering to her community via her charity foundation.;1;invalid CF-speciciation;108;0
